Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	tree_length
6948	-27.97804	-46.7907	18.81266	0.0474073	0.339759	0.0270798	0.00520303	0.238048	0.0378363	0.0625525	0.0609317	0.0090746	0.103468	0.00403318	0.0221322	0.0632814	0.26284	0.0156137	0.176492	0.0365115	0.100929	0.154556	0.156181	0.0724139	0.889399	1.03687	0.353381	0.602112	0.853617	1.17148	1.66082	2.82981	0.7521424	0.2859249	0.0237471	0.170191	0.0135647	0.00260628	0.119242	0.0189528	0.0313335	0.0305216	0.00454561	0.0518287	0.00202028	0.0110864	0.0316986	0.131661	0.00782113	0.0884077	0.0182892	0.050557	0.0774197	0.0782335	0.0362733	1.996345
6984	-29.39071	-49.2628	19.87208	0.0019169	0.0427422	0.0333286	0.0120297	0.0489485	0.0601531	0.0215246	0.125865	0.00731618	0.125535	0.0799973	0.0214335	0.0928837	0.0164615	0.0994669	0.0182041	0.107052	0.0114497	0.086812	0.122297	0.201711	0.0689651	1.31034	0.116574	0.350573	0.721073	1.38682	2.85247	8.57826	1.554042	0.01754374	0.00143359	0.0319656	0.0249254	0.00899663	0.0366071	0.0449867	0.0160976	0.0941307	0.00547156	0.0938843	0.0598276	0.0160295	0.069465	0.0123111	0.0743884	0.0136143	0.0800614	0.00856286	0.0649242	0.0914625	0.150854	1.33713
7020	-26.01055	-45.87817	19.86762	0.0373615	0.118468	0.0066771	0.0122802	0.109418	0.00826224	0.0399917	0.0620075	0.00816533	0.0210177	0.0288824	0.0191532	0.236497	0.114744	0.0843583	0.094788	0.085738	0.0663807	0.21436	0.0125704	0.145899	0.8887	1.0371	0.600695	0.779918	0.925383	1.08063	1.28219	1.66474	0.3685245	0.2856362	0.024467	0.0775811	0.00437263	0.00804194	0.0716543	0.0054107	0.0261894	0.0406069	0.00534723	0.0137639	0.0189142	0.0125429	0.154875	0.0751426	0.0552438	0.0620739	0.0561473	0.0434707	0.140378	0.00823201	0.0955447	1.527019
7056	-23.76611	-43.93043	20.16432	0.117045	0.00637104	0.0463706	0.00240108	0.0430801	0.00768336	0.0188022	0.0447892	0.00237856	0.0105714	0.0013931	0.0795196	0.114382	0.0456027	0.0852888	0.0245125	0.0146855	0.0307211	0.0847336	0.0135711	0.0828029	0.595018	1.13499	0.211061	0.468287	0.789234	1.26705	2.13544	4.73797	1.124812	0.1747491	0.133505	0.00726703	0.0528918	0.00273876	0.0491386	0.0087639	0.0214464	0.0510881	0.00271306	0.012058	0.00158902	0.0907028	0.130468	0.052016	0.0972833	0.0279598	0.0167508	0.0350415	0.09665	0.0154796	0.0944479	0.8767054
7092	-26.97998	-48.12083	21.14085	0.0263089	0.0165338	0.074736	0.0494638	0.0283064	0.0144981	0.050427	0.10095	0.00484215	0.0268295	0.00865177	0.156223	0.0247512	0.036601	0.0911822	0.00119778	0.0695252	0.00823933	0.085637	0.0200745	0.0760958	0.608737	1.13042	0.937643	0.969087	0.990251	1.00984	1.0319	1.0665	0.04655518	0.1795016	0.0270926	0.0170263	0.0769621	0.0509371	0.0291495	0.0149299	0.0519291	0.103957	0.00498638	0.0276287	0.00890948	0.160877	0.0254884	0.0376912	0.0938982	0.00123346	0.0715961	0.00848476	0.0881879	0.0206724	0.0783624	0.9710748
7128	-28.56515	-49.67272	21.10757	0.0165314	0.0201241	0.024121	0.00907135	0.0318811	0.0215102	0.0705347	0.0111036	0.0274564	0.025014	0.048584	0.0435457	0.194286	0.0769734	0.144948	0.100027	0.0414441	0.0104557	0.174353	0.000938524	0.243481	0.072605	1.30913	0.64265	0.806025	0.934937	1.06959	1.24066	1.55606	0.319709	0.01848682	0.0123703	0.0150586	0.0180495	0.00678798	0.0238563	0.0160958	0.0527803	0.00830869	0.0205453	0.0187176	0.0363549	0.0325848	0.145382	0.0575983	0.108463	0.0748488	0.0310122	0.00782389	0.130466	0.000702287	0.182194	1.336383
7164	-36.5653	-53.9086	17.3433	0.0632532	0.167719	0.115161	0.0418266	0.130566	0.0607916	0.266141	0.0445476	0.0868403	0.00219084	0.0950032	0.199829	0.218301	0.0622944	0.0214492	0.282812	0.213691	0.0236225	0.0464248	0.134367	0.220143	1.50617	0.831277	0.304248	0.559717	0.834394	1.19848	1.78662	3.28679	0.8603885	0.6039582	0.0253319	0.0671689	0.0461204	0.0167509	0.0522895	0.0243461	0.106586	0.0178407	0.0347782	0.000877398	0.0380473	0.0800285	0.087426	0.024948	0.00859008	0.113262	0.08558	0.00946046	0.0185924	0.0538118	0.0881641	2.496973
7200	-23.54967	-44.69981	21.15014	0.204518	0.0259238	0.059176	0.000554569	0.144312	0.0131979	0.0870686	0.100739	0.0197723	0.00338978	0.022678	0.145243	0.0683516	0.0923817	0.00917696	0.176153	0.0605216	0.0102792	0.0569287	0.0835223	0.0549967	0.197654	1.26745	0.986216	0.993254	0.99789	1.00211	1.00679	1.01398	0.01003601	0.05198199	0.142137	0.0180166	0.0411263	0.000385416	0.100294	0.00917233	0.0605112	0.0700117	0.0137414	0.00235584	0.0157608	0.100941	0.0475032	0.0642037	0.00637783	0.122423	0.0420614	0.00714385	0.0395645	0.0580466	0.0382218	1.438885
7236	-32.5528	-49.71027	17.15747	0.0231243	0.00346305	0.00195885	0.00764292	0.0047637	0.0117482	0.00232874	0.0073686	0.00902308	0.00378581	0.00321745	0.0107531	0.0219292	0.0190441	0.00491867	0.0131596	0.0156804	0.000710792	0.0311378	0.0218348	0.0106956	2.78712	0.404292	0.0829204	0.296912	0.684652	1.4606	3.368	12.0598	1.800351	2.297948	0.101294	0.0151696	0.00858058	0.0334792	0.020867	0.051462	0.0102009	0.0322775	0.0395248	0.0165834	0.0140938	0.047103	0.0960591	0.0834211	0.0215458	0.0576445	0.0686868	0.00311356	0.136396	0.0956455	0.0468513	0.2282889
7272	-32.70162	-49.43085	16.72923	0.0613736	0.127079	0.0918348	0.0372694	0.00429455	0.00265709	0.0985107	0.126986	0.0157109	0.00149747	0.146374	0.0317001	0.0737905	0.207605	0.0146739	0.0104843	0.338416	0.0523579	0.0523003	0.00935056	0.0700545	3.05483	0.315058	0.237028	0.49555	0.803291	1.24488	2.01796	4.21892	1.040914	3.232031	0.0389842	0.0807202	0.0583329	0.0236733	0.00272788	0.00168777	0.0625734	0.0806611	0.00997949	0.000951186	0.0929759	0.0201357	0.0468713	0.13187	0.00932076	0.00665954	0.21496	0.0332575	0.0332208	0.00593942	0.0444983	1.574321
7308	-26.61228	-47.22974	20.61746	0.0258279	0.0908672	0.0400196	0.0427019	0.0215821	0.00871041	0.0267807	0.0362517	0.0117581	0.00744941	0.184105	0.0191027	0.0442749	0.146386	0.0703076	0.0670975	0.0769644	0.0608362	0.0998049	0.145143	0.0285215	0.438506	1.18716	0.531848	0.734964	0.908401	1.10084	1.36061	1.88024	0.4565435	0.1231242	0.0205883	0.0724334	0.031901	0.0340392	0.0172038	0.00694337	0.0213478	0.0288975	0.00937281	0.00593818	0.146757	0.0152274	0.0352931	0.116689	0.0560446	0.0534858	0.061351	0.0484947	0.079558	0.115698	0.0227355	1.254493
7344	-27.50564	-48.64042	21.13478	0.0751412	0.0448475	0.0127383	0.00156518	0.0527097	0.0776533	0.0140416	0.0538404	0.0372152	0.0097427	0.0615077	0.0207266	0.0497621	0.0615605	0.017155	0.0801855	0.0197535	0.0858934	0.0229931	0.0197213	0.0471047	0.25907	1.24698	0.449334	0.676951	0.885395	1.12944	1.47721	2.22552	0.5784475	0.06925297	0.0867824	0.0517954	0.0147118	0.00180766	0.0608756	0.0896836	0.016217	0.0621815	0.0429807	0.0112521	0.0710367	0.0239376	0.0574714	0.0710976	0.0198127	0.0926081	0.0228138	0.0992002	0.0265553	0.0227766	0.0544023	0.8658586
7380	-32.0876	-50.5095	18.4219	0.108757	0.0043001	0.00111626	0.0953506	0.0422552	0.0094476	0.010523	0.00428024	0.0199287	0.0570507	0.0338567	0.0233616	0.0123222	0.0326964	0.00519525	0.102215	0.00870893	0.0264395	0.00111083	0.0681187	0.0231777	1.19471	0.935098	0.0362055	0.198203	0.603548	1.65687	5.04533	27.6201	2.399536	0.4258762	0.157571	0.00623011	0.00161728	0.138147	0.0612205	0.013688	0.015246	0.00620133	0.0288733	0.0826567	0.0490526	0.0338469	0.0178528	0.0473714	0.00752703	0.148092	0.0126177	0.0383062	0.0016094	0.0986924	0.0335806	0.6902127
7416	-41.69415	-56.90668	15.21252	0.126558	0.00629991	0.186928	0.0552933	0.143169	0.084369	0.0742695	0.0119647	0.0949246	0.450333	0.28898	0.0174162	0.159079	0.0548122	0.0723144	0.218113	0.0230589	0.142459	0.252344	0.0672697	0.00613063	2.53567	0.48811	0.0753813	0.283425	0.674794	1.48193	3.52827	13.2659	1.869274	1.731626	0.0499027	0.00248411	0.0737071	0.0218026	0.0564527	0.0332674	0.0292851	0.0047178	0.0374295	0.17757	0.113947	0.00686737	0.0627263	0.0216129	0.0285142	0.086004	0.00909232	0.0561728	0.0995015	0.026525	0.00241736	2.536086
7452	-28.72587	-48.98654	20.26067	0.0881156	0.068877	0.0584419	0.0178398	0.0287421	0.0257017	0.0936441	0.0538096	0.0502435	0.052675	0.0665895	0.0569639	0.213755	0.0277223	0.0182025	0.11349	0.00902492	0.0519698	0.0860113	0.114418	0.0493832	0.43047	1.18984	0.374057	0.619043	0.861035	1.16139	1.6154	2.67339	0.7110278	0.1205957	0.0654833	0.051186	0.0434312	0.0132576	0.0213598	0.0191002	0.0695918	0.0399887	0.0373385	0.0391455	0.0494861	0.0423328	0.158852	0.0206019	0.0135272	0.0843406	0.00670688	0.0386215	0.0639194	0.0850297	0.0366992	1.34562
7488	-34.74126	-55.03975	20.29849	0.112272	0.0753241	0.0217608	0.0826598	0.0286038	0.0091759	0.0706732	0.161567	0.0141519	0.0759783	0.0142458	0.0924603	0.00192462	0.0260751	0.00408297	0.13014	0.0704263	0.0350239	0.0181856	0.0403145	0.0375195	0.39595	1.20135	0.257534	0.516015	0.813497	1.22926	1.93793	3.88299	0.9809191	0.1098626	0.100014	0.0671	0.0193849	0.0736347	0.0254807	0.00817405	0.0629569	0.143927	0.0126068	0.0676827	0.0126904	0.0823651	0.00171448	0.0232281	0.00363718	0.115931	0.0627369	0.0311999	0.0162	0.0359128	0.033423	1.122566
7524	-30.2207	-49.27579	19.05509	0.161992	0.207813	0.101197	0.00959407	0.0480187	0.0119825	0.107383	0.189824	0.0274386	0.0122295	0.00559823	0.27746	0.0343711	0.182405	0.0339783	0.125627	0.311052	0.137675	0.224217	0.0212523	0.00697253	0.80429	1.06524	0.731423	0.858528	0.953526	1.04874	1.16478	1.3672	0.2261495	0.2516779	0.0723799	0.0928533	0.0452159	0.00428674	0.0214553	0.00535392	0.0479798	0.0848157	0.0122599	0.00546429	0.00250135	0.123972	0.0153574	0.0815006	0.0151819	0.0561315	0.138981	0.061515	0.100183	0.00949575	0.0031154	2.238081
7560	-30.68909	-49.9647	19.2756	0.095006	0.136855	0.115802	0.0278678	0.26541	0.0694506	0.129245	0.0317903	0.00416688	0.221554	0.144507	0.0373385	0.0122433	0.0227509	0.224398	0.0310329	0.0784512	0.0784922	0.380975	0.17452	0.055743	0.343842	1.21872	0.596291	0.777124	0.924347	1.08184	1.2868	1.67703	0.373846	0.09404454	0.0406426	0.0585449	0.0495388	0.0119215	0.11354	0.0297102	0.0552897	0.0135995	0.00178255	0.0947786	0.0618184	0.015973	0.00523757	0.00973261	0.0959952	0.0132756	0.0335606	0.0335781	0.162977	0.0746578	0.0238463	2.3376
7596	-29.35094	-48.75083	19.3999	0.00207409	0.12404	0.0309596	0.00798065	0.0108416	0.0209478	0.0387046	0.0566602	0.00841148	0.0240063	0.0606244	0.0839936	0.227934	0.0496284	0.206274	0.0982465	0.00015002	0.130382	0.127263	0.0210556	0.0816779	0.811638	1.06279	0.229072	0.487368	0.799129	1.25136	2.05184	4.36544	1.065601	0.2545625	0.00146905	0.0878563	0.0219283	0.0056526	0.00767899	0.0148371	0.027414	0.0401317	0.00595775	0.0170033	0.0429395	0.0594916	0.161443	0.0351512	0.146101	0.0695868	0.000106258	0.0923478	0.090139	0.0149134	0.0578514	1.411855
7632	-29.35187	-49.85275	20.50088	0.104	0.145536	0.00281543	0.0336688	0.0515603	0.0220322	0.282363	0.0460517	0.028542	0.056847	0.0827061	0.0655285	0.106523	0.0328414	0.116717	0.00328766	0.00181322	0.140799	0.171512	0.0192156	0.0889402	0.286636	1.23779	0.645948	0.80804	0.935666	1.06876	1.23756	1.54811	0.3160068	0.07719036	0.0648663	0.0907726	0.00175602	0.0209997	0.0321588	0.0137418	0.176113	0.028723	0.017802	0.0354562	0.0515849	0.040871	0.0664401	0.0204836	0.0727981	0.00205056	0.00113093	0.0878185	0.106974	0.011985	0.0554731	1.603301
7668	-31.71936	-51.38792	19.66856	0.093247	0.16304	0.00161792	0.195693	0.133487	0.0582973	0.197934	0.0191301	0.140044	0.00475752	0.0976607	0.0537321	0.106793	0.113277	0.0580387	0.0107341	0.0475045	0.0335826	0.286037	0.156395	0.0984574	0.381142	1.20629	0.618496	0.791106	0.929504	1.07584	1.26405	1.61682	0.3474087	0.1053211	0.0450586	0.0787838	0.000781808	0.0945625	0.0645032	0.0281703	0.0956453	0.00924399	0.0676716	0.00229892	0.0471914	0.0259643	0.0516044	0.0547376	0.0280454	0.0051869	0.022955	0.0162277	0.138218	0.0755726	0.0475764	2.06946
7704	-27.78026	-47.12676	19.34651	0.064448	0.0832972	0.0169777	0.0837979	0.00239903	0.00398369	0.000918334	0.0215992	0.00254594	0.0163948	0.0237853	0.0155989	0.00195184	0.128214	0.0272157	0.00189629	0.027159	0.00904038	0.0148443	0.0438525	0.0329544	1.73944	0.753519	0.251559	0.510142	0.810597	1.23366	1.96024	3.97521	0.9978905	0.7694747	0.103469	0.13373	0.0272571	0.134534	0.00385155	0.00639565	0.00147435	0.0346767	0.00408741	0.0263213	0.0381863	0.0250434	0.0031336	0.205842	0.0436938	0.00304442	0.0436028	0.014514	0.0238319	0.0704035	0.0529071	0.622874
7740	-27.03675	-47.01442	19.97766	0.0230844	0.0460745	0.0114269	0.0623749	0.0334164	0.0220695	0.0957429	0.0336261	0.00961511	0.0192902	0.022966	0.0639903	0.116922	0.129573	0.0864566	0.170376	0.169272	0.0083683	0.0690794	0.167707	0.0385566	0.284008	1.23866	0.214298	0.471777	0.791064	1.26412	2.11965	4.66639	1.113805	0.07642856	0.016489	0.0329107	0.00816212	0.0445539	0.0238691	0.0157641	0.0683884	0.0240189	0.006868	0.0137788	0.0164044	0.0457078	0.0835166	0.0925527	0.0617553	0.121698	0.12091	0.00597741	0.0493429	0.119792	0.0275407	1.399987
7776	-32.61993	-52.2335	19.61357	0.0379886	0.0135057	0.0566399	0.0801038	0.0200088	0.0160468	0.0287624	0.0097647	0.00863946	0.00821065	0.0362177	0.00883048	0.0804241	0.0810781	0.0782524	0.272004	0.0570231	0.0653259	0.31673	0.0732014	0.0421256	0.541939	1.15269	0.198643	0.454641	0.781986	1.2788	2.19954	5.03416	1.168658	0.1567174	0.0273126	0.00971013	0.0407223	0.057592	0.0143857	0.0115371	0.0206792	0.0070205	0.00621149	0.00590319	0.0260394	0.00634883	0.0578223	0.0582925	0.0562609	0.195562	0.0409978	0.0469672	0.227719	0.0526295	0.0302869	1.390883
7812	-30.19704	-49.89457	19.69753	0.0463386	0.010471	0.000628048	0.0266569	0.0138926	0.0130914	0.018251	0.0284525	0.0630588	0.00464493	0.0559523	0.144134	0.021545	0.177071	0.0213173	0.0403843	0.129512	0.0156522	0.147849	0.0108524	0.0473859	0.946924	1.01769	0.226387	0.484573	0.797697	1.25361	2.06367	4.41721	1.074125	0.3101539	0.0446791	0.010096	0.000605556	0.0257023	0.0133951	0.0126226	0.0175974	0.0274336	0.0608005	0.00447858	0.0539486	0.138973	0.0207734	0.17073	0.0205539	0.0389381	0.124874	0.0150917	0.142554	0.0104637	0.0456889	1.037142
7848	-32.94319	-52.3193	19.37611	0.160107	0.0801488	0.00746752	0.0504416	0.0187443	0.0553643	0.0216829	0.0280598	0.00659546	0.0203069	0.121984	0.0740647	0.0933276	0.096251	0.15776	0.10904	0.0395262	0.0518708	0.0563598	0.0539222	0.146957	0.641824	1.11939	0.185514	0.439729	0.773892	1.29217	2.27413	5.39043	1.2181	0.1911228	0.11042	0.0552758	0.00515008	0.0347878	0.0129272	0.0381828	0.0149539	0.0193519	0.00454865	0.0140049	0.0841281	0.0510798	0.0643647	0.0663809	0.108801	0.0752009	0.0272598	0.0357734	0.0388694	0.0371882	0.101351	1.449981
7884	-41.08333	-58.75552	17.67219	0.00206436	0.00215183	0.0100601	0.00709396	0.000128905	0.00194112	0.00116218	0.000574224	0.00747792	0.00212176	0.0049993	2.07442e-05	0.00166213	0.00851441	0.00383449	0.00562121	0.00805288	0.00140209	0.0013641	0.00409867	0.00156888	0.65571	1.11476	0.023717	0.161255	0.565925	1.76702	6.20136	42.1638	2.705407	0.1960685	0.027193	0.0283452	0.132517	0.0934458	0.00169801	0.0255695	0.0153089	0.00756401	0.0985035	0.0279491	0.0658537	0.000273255	0.0218945	0.112157	0.0505102	0.0740459	0.106077	0.0184691	0.0179687	0.0539901	0.0206662	0.07591523
7920	-32.92752	-51.0002	18.07268	0.0446806	0.12875	0.0151727	0.0167056	0.0388588	0.00798029	0.0987859	0.0279082	0.037894	0.00285858	0.0440212	0.0116947	0.0316287	0.000769146	0.0170472	0.212229	0.0300214	0.0398157	0.174232	0.00666348	0.00619832	2.47729	0.507569	0.183195	0.437039	0.772412	1.29465	2.28812	5.45868	1.227197	1.626899	0.0449541	0.129538	0.0152656	0.0168078	0.0390967	0.00802914	0.0993906	0.028079	0.038126	0.00287608	0.0442907	0.0117663	0.0318223	0.000773854	0.0171516	0.213529	0.0302051	0.0400595	0.175299	0.00670426	0.00623626	0.993916
7956	-30.20134	-48.80883	18.6075	0.022603	0.0728069	0.00355617	0.031968	0.00242326	0.00693441	0.039043	0.0579479	0.00864238	9.58696e-05	0.0596689	0.0104268	0.0227377	0.000590177	0.0533383	0.00743841	0.0302664	0.0994597	0.00263161	0.00129303	0.165338	1.53036	0.823214	0.0726142	0.278303	0.670965	1.49039	3.59321	13.7714	1.896317	0.6196674	0.0323265	0.104127	0.00508598	0.0457202	0.00346572	0.00991749	0.0558387	0.0828763	0.0123602	0.000137111	0.0853375	0.0149123	0.0325192	0.000844062	0.0762836	0.0106383	0.0432866	0.142246	0.00376369	0.00184927	0.236464	0.69921
7992	-28.51817	-48.75805	20.23989	0.108608	0.0696073	0.00334056	0.00109702	0.0412619	0.0931032	0.00767696	0.0140479	0.0198893	0.00545397	0.084993	0.0995954	0.0271083	0.0846377	0.023368	0.0558177	0.213041	0.0860038	0.0419318	0.00356041	0.189853	0.583778	1.13874	0.412122	0.649003	0.873825	1.14439	1.54082	2.42647	0.640955	0.1708841	0.08525	0.054637	0.00262211	0.000861087	0.0323877	0.0730796	0.00602589	0.0110266	0.0156118	0.004281	0.0667137	0.0781756	0.0212782	0.0664348	0.0183423	0.0438131	0.167222	0.0675071	0.0329136	0.00279468	0.149022	1.273996
8028	-29.29021	-48.71195	19.42174	0.0105652	0.0588158	0.0511644	0.00872161	0.0855031	0.122716	0.0456169	0.0223851	0.0450291	0.036811	0.105651	0.0319415	0.282349	0.0213668	0.00295547	0.142393	0.0602187	0.0260078	0.0787086	0.035248	0.099231	0.311896	1.22937	0.0998098	0.325008	0.704239	1.41997	3.07685	10.0191	1.666304	0.08456806	0.00769275	0.042825	0.0372539	0.00635038	0.0622565	0.089352	0.0332146	0.0162991	0.0327866	0.0268028	0.0769268	0.0232573	0.205584	0.0155576	0.00215194	0.103679	0.0438465	0.0189368	0.0573094	0.0256648	0.0722522	1.373399
8064	-23.64386	-43.99063	20.34677	0.0412572	0.230344	0.0120334	0.0287946	0.0398435	0.00834937	0.0367828	0.0976686	0.0120531	0.011348	0.0423339	0.0239042	0.145406	0.0223705	0.0183916	0.116871	0.035296	0.0369725	0.0821039	0.0410463	0.177023	0.111413	1.2962	0.204068	0.460655	0.785199	1.27356	2.17082	4.90032	1.149173	0.02865118	0.0327388	0.182785	0.00954882	0.0228494	0.031617	0.00662546	0.0291882	0.0775028	0.00956449	0.00900498	0.0335932	0.0189686	0.115384	0.0177517	0.0145943	0.0927405	0.0280084	0.0293387	0.0651518	0.0325714	0.140473	1.260194
8100	-25.82672	-45.85887	20.03215	0.108253	0.186208	0.0322279	0.0156455	0.137173	0.0323952	0.0594806	0.0289007	0.00101594	0.00245747	0.0376198	0.0279676	0.102907	0.0644324	0.0343123	0.0716693	0.0232473	0.0626786	0.0832039	0.0412628	0.120045	1.00183	0.999391	0.56006	0.753726	0.915573	1.09221	1.32674	1.78552	0.4191707	0.334146	0.0850306	0.146263	0.0253145	0.0122893	0.107747	0.0254459	0.046721	0.022701	0.000798006	0.0019303	0.0295497	0.0219681	0.0808315	0.0506106	0.0269517	0.0562951	0.0182603	0.049233	0.0653553	0.0324112	0.094293	1.273102
8136	-29.94671	-50.61002	20.66331	0.0639052	0.072286	0.0360993	0.02434	0.0965869	0.0644989	0.0473425	0.0256972	0.00750241	0.000410659	0.0322963	0.0808367	0.0838193	0.0902046	0.0412434	0.156545	0.0491391	0.0130792	0.0771972	0.0198209	0.073293	0.360839	1.21305	0.422468	0.656899	0.877128	1.14008	1.5223	2.36705	0.6230269	0.09915437	0.0552744	0.0625234	0.0312239	0.0210527	0.0835423	0.055788	0.0409486	0.0222266	0.00648916	0.000355197	0.0279345	0.0699193	0.072499	0.0780219	0.0356732	0.135403	0.0425026	0.0113128	0.0667712	0.017144	0.0633944	1.156144
8172	-28.03584	-47.14497	19.10913	0.0997635	0.15077	0.0320665	0.0610483	0.114734	0.111714	0.0683533	0.0303562	0.171096	0.00106785	0.274281	0.0728455	0.0776677	0.0694338	0.199636	0.0127682	0.00482483	0.073459	0.0514762	0.1145	0.308236	0.659301	1.11357	0.476275	0.696451	0.893274	1.11948	1.43585	2.09963	0.5363435	0.1973541	0.0475042	0.0717919	0.015269	0.0290693	0.0546329	0.0531946	0.0325477	0.0144547	0.0814707	0.000508474	0.130604	0.0346867	0.0369829	0.0330621	0.0950605	0.00607981	0.00229743	0.0349788	0.0245113	0.0545211	0.146772	2.100099
8208	-24.25607	-44.55031	20.29424	0.0456774	0.163661	0.0380488	0.0948798	0.0215779	0.0145505	0.00540892	0.08864	0.00402586	0.0202991	0.100436	0.0424347	0.145958	0.0478454	0.0522706	0.000306145	0.00537356	0.0917291	0.0372295	0.0190675	0.0638423	0.693619	1.10213	0.398959	0.63881	0.86952	1.15006	1.56541	2.50652	0.6644247	0.2097819	0.0414021	0.148343	0.0344875	0.0859993	0.0195583	0.0131886	0.00490266	0.0803435	0.00364905	0.0183991	0.0910357	0.0384629	0.132296	0.0433672	0.0473782	0.00027749	0.00487061	0.0831436	0.0337449	0.0172828	0.0578668	1.103262
8244	-27.88659	-47.05538	19.16879	0.133221	0.374803	0.0100704	0.0922218	0.266068	0.000795057	0.0845801	0.00843368	0.0590772	0.000880645	0.0466259	0.0963985	0.283147	0.0346438	0.384002	0.000196267	0.115858	0.0599643	0.106175	0.0681475	0.203828	0.577413	1.14086	0.927671	0.964047	0.988642	1.01149	1.03729	1.07797	0.05428632	0.1687064	0.0548431	0.154295	0.00414566	0.0379648	0.109532	0.0003273	0.034819	0.00347188	0.0243202	0.000362534	0.0191944	0.0396842	0.116563	0.0142618	0.158082	8.07968e-05	0.047695	0.0246854	0.0437089	0.0280542	0.0839097	2.429137
8280	-41.92073	-54.35581	12.43508	0.0631077	0.0630315	0.0197663	0.0628323	0.0761612	0.0715806	0.0303457	0.0278701	0.0399611	0.000436417	0.0579386	0.0112289	0.0339275	0.0434928	0.0787327	0.0495407	0.0626583	0.132476	0.0867066	0.0728514	0.140073	3.84493	0.0516906	0.0263548	0.169766	0.575079	1.73889	5.89048	37.9437	2.629153	24.79448	0.0515283	0.0514661	0.0161395	0.0513034	0.0621866	0.0584465	0.0247776	0.0227563	0.0326287	0.00035634	0.0473076	0.00916855	0.0277023	0.0355125	0.0642864	0.0404507	0.0511614	0.108169	0.0707971	0.0594842	0.114371	1.224719
8316	-36.27192	-55.36846	19.09654	0.254772	0.076733	0.0232242	0.149811	0.0514084	0.0233779	0.0469718	0.159645	0.16358	0.00560759	0.174656	0.0166321	0.276134	0.00376554	0.0858912	0.00661179	0.0412876	0.0739363	0.0822374	0.0266791	0.0541461	1.32939	0.890205	0.622902	0.793849	0.930508	1.07468	1.25969	1.60539	0.3422764	0.4977826	0.141767	0.042698	0.0129231	0.0833625	0.0286062	0.0130086	0.0261374	0.0888345	0.091024	0.00312034	0.0971872	0.00925493	0.153655	0.00209533	0.0477941	0.00367913	0.0229744	0.0411418	0.045761	0.0148456	0.0301296	1.797108
8352	-26.50302	-47.78622	21.28319	0.00139086	0.00391434	0.00501489	0.00838177	0.0150536	0.0258129	0.0224746	0.0761559	0.0054693	0.0159369	0.086185	0.0669825	0.0820557	0.0403115	0.0979453	0.0114404	0.000213327	0.0182317	0.00339841	0.000100756	0.0222098	0.266448	1.24452	0.447221	0.675396	0.88476	1.13025	1.48061	2.23603	0.5818552	0.07136584	0.00228504	0.00643088	0.00823897	0.0137704	0.0247315	0.0424081	0.0369235	0.125117	0.00898552	0.0261828	0.141593	0.110046	0.134809	0.0662279	0.160914	0.0187955	0.000350475	0.0299529	0.00558324	0.000165533	0.0364884	0.6086795
8388	-28.54192	-49.66906	21.12714	0.0067133	0.0674981	0.0144847	0.0381997	0.0476549	0.0522254	0.053766	0.0215652	0.0507668	0.0114274	0.0982432	0.121957	0.0604907	0.0233003	0.0755036	0.022182	0.0882706	0.0971939	0.030725	0.0193082	0.0318152	0.218129	1.26062	0.511582	0.72117	0.903047	1.10736	1.38664	1.95472	0.4846344	0.05767762	0.00649701	0.0653234	0.0140181	0.036969	0.0461196	0.0505428	0.0520337	0.0208704	0.0491311	0.0110592	0.095078	0.118028	0.0585418	0.0225496	0.073071	0.0214673	0.0854267	0.0940624	0.0297351	0.0186861	0.0307901	1.033291
8424	-27.40378	-48.35939	20.95561	0.103138	0.024698	0.0157858	0.0233465	0.191258	0.0569267	0.0178781	0.178775	0.036066	0.148219	0.107712	0.070462	0.0678154	0.0569765	0.00239628	2.75589e-05	0.0196953	0.122846	0.175149	0.0069301	0.0239723	0.336348	1.22122	0.998393	0.999216	0.999755	1.00024	1.00078	1.00161	0.001163152	0.09180682	0.0711263	0.0170322	0.0108862	0.0161002	0.131896	0.0392578	0.0123291	0.123287	0.0248719	0.102215	0.0742801	0.048592	0.0467669	0.0392921	0.00165252	1.90052e-05	0.0135823	0.0847171	0.120786	0.00477914	0.0165318	1.450074
