Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	tree_length
3708	-32.78832	-50.43729	17.64896	0.793412	0.278663	0.102803	0.0146719	0.0597676	0.101758	0.0240901	0.0971032	0.077279	0.0261997	0.345844	0.0265667	0.00325572	0.0652659	0.101159	0.0500337	0.211837	0.1158	0.143773	0.10178	0.236752	0.423065	1.19231	0.303659	0.559189	0.834148	1.19883	1.7883	3.29316	0.8617885	0.1182758	0.266441	0.0935798	0.034523	0.00492708	0.0200709	0.0341719	0.00808987	0.0326089	0.0259516	0.0087983	0.11614	0.00892155	0.00109333	0.0219174	0.0339709	0.0168021	0.0711384	0.0388877	0.0482813	0.0341794	0.0795053	2.977815
3744	-29.84988	-49.5778	19.72792	0.0401728	0.0175941	0.196721	0.0114334	0.0351263	0.0255492	0.0825146	0.0819748	0.00410423	0.0389139	0.0277793	0.0916784	0.0054813	0.0396427	0.0281497	0.103123	0.23497	0.0358741	0.255154	0.0314853	0.0566898	0.562225	1.14592	0.26426	0.522544	0.816695	1.22445	1.91371	3.78415	0.9622758	0.1635433	0.027818	0.0121832	0.136221	0.00791713	0.0243235	0.0176917	0.0571378	0.0567641	0.00284201	0.0269462	0.019236	0.0634834	0.00379557	0.0274509	0.0194925	0.0714085	0.162706	0.0248413	0.176684	0.0218022	0.0392552	1.444132
3780	-29.36164	-47.53946	18.17781	0.308488	0.0840858	0.037901	0.00560307	0.0053126	0.0714715	0.000887753	0.0176013	0.0673217	0.0287151	0.05743	0.0573418	0.0365047	0.0313366	0.0280687	0.0998939	0.0426402	0.0140507	0.254505	0.0121894	0.1108	2.49674	0.501087	0.398732	0.638633	0.869445	1.15016	1.56585	2.50795	0.6648373	1.660883	0.224821	0.0612804	0.0276216	0.00408343	0.00387174	0.0520873	0.00064698	0.0128276	0.049063	0.0209271	0.0418541	0.0417898	0.0266041	0.0228376	0.020456	0.0728011	0.0310755	0.01024	0.18548	0.00888342	0.080749	1.372149
3816	-28.01907	-48.42271	20.40364	0.0136181	0.0673063	0.00219305	0.00105698	0.0173382	0.00629936	0.0100143	0.00770418	0.0310387	0.0185024	0.0745096	0.0169605	0.0538895	0.0337264	0.0285873	0.00474286	0.0220015	0.0100686	0.0108813	0.0149574	0.00461704	0.0314168	1.32286	0.106411	0.335319	0.711134	1.4062	2.98224	9.39756	1.62	0.007916364	0.0302616	0.149565	0.00487329	0.00234877	0.0385282	0.0139982	0.0222534	0.0171199	0.0689728	0.0411152	0.165572	0.0376888	0.119751	0.0749453	0.0635254	0.0105394	0.0488908	0.022374	0.0241798	0.0332377	0.0102598	0.4500135
3852	-29.05568	-49.18927	20.13359	0.338211	0.199166	0.0074086	0.00802917	0.157031	0.036589	0.00927096	0.0461986	0.0547035	0.0116355	0.0769545	0.134359	0.086087	0.13215	0.00785685	0.121422	0.0102209	0.00534459	0.181803	0.000690694	0.00296251	0.46071	1.17976	0.554038	0.749762	0.914068	1.09401	1.33376	1.80493	0.426988	0.1301702	0.207734	0.12233	0.00455047	0.00493164	0.0964508	0.0224735	0.00569436	0.0283759	0.0335997	0.00714668	0.0472666	0.0825253	0.0528759	0.0811688	0.00482579	0.0745793	0.0062778	0.00328272	0.111666	0.000424234	0.00181962	1.628095
3888	-30.02323	-49.65115	19.62792	0.151737	0.223403	0.0220665	0.0244117	0.0213373	0.052215	0.0172825	0.00815257	0.0764294	0.0275683	0.111476	0.0472907	0.164177	0.135497	0.0627682	0.132954	0.0033311	0.00371644	0.0054496	0.013901	0.112592	1.08837	0.970542	0.461757	0.686015	0.889076	1.12476	1.45769	2.16564	0.5587273	0.3738021	0.107026	0.157575	0.0155644	0.0172185	0.0150501	0.0368293	0.01219	0.00575033	0.0539087	0.019445	0.0786287	0.033356	0.115801	0.0955715	0.0442729	0.0937776	0.00234956	0.00262135	0.00384382	0.00980492	0.0794157	1.417757
3924	-37.10223	-55.59422	18.49199	0.015955	0.0766157	0.00640626	0.0129374	0.0111254	0.0715742	0.0155966	0.0116568	0.0177564	0.0271352	0.0132249	0.0118437	0.020006	0.0498643	0.0196321	0.0228088	0.0649023	0.0110733	0.00602511	0.00135665	0.0426487	0.557168	1.14761	0.0151432	0.129565	0.528582	1.89185	7.71814	66.0364	3.029807	0.1618341	0.0300956	0.144518	0.012084	0.0244036	0.0209856	0.135009	0.0294196	0.0219879	0.0334935	0.0511846	0.0249459	0.0223404	0.0377369	0.0940579	0.0370315	0.0430238	0.122424	0.0208874	0.011365	0.00255903	0.0804473	0.5301448
3960	-31.67512	-46.41305	14.73793	0.035105	0.00365136	0.0157407	0.00385245	0.0193039	0.00971018	0.0187485	0.00712812	0.0301235	0.0312672	0.0222433	0.0215345	0.0361577	0.0666708	0.0239353	0.0253787	0.0835423	0.000738894	0.0632319	0.038549	0.0374652	3.62848	0.123841	0.034468	0.193506	0.599048	1.66931	5.1678	29.0124	2.435096	9.766536	0.0590915	0.00614625	0.0264961	0.00648475	0.0324939	0.0163449	0.031559	0.0119986	0.0507062	0.0526315	0.0374416	0.0362486	0.0608634	0.112226	0.0402898	0.0427194	0.140625	0.00124377	0.106437	0.0648886	0.0630644	0.5940786
3996	-26.48653	-45.85194	19.36541	0.0100316	0.0299979	0.00669579	0.00197924	0.0141241	0.00138297	0.00698259	0.00818384	0.00473231	0.00700172	0.0293027	0.0304561	0.00811682	0.0172945	0.010337	0.0424345	0.0100872	0.00182788	0.0561957	0.0606465	0.0125395	0.301441	1.23285	0.0346114	0.193898	0.599427	1.66826	5.15735	28.8922	2.432094	0.08150226	0.0270868	0.0809987	0.0180796	0.00534423	0.0381372	0.00373421	0.018854	0.0220975	0.0127779	0.0189057	0.0791214	0.0822358	0.0219166	0.0466978	0.0279114	0.114579	0.027237	0.00493555	0.151737	0.163754	0.0338583	0.3703506
4032	-27.84604	-48.2783	20.43226	0.0411711	0.11992	0.000653667	0.0256527	0.0534718	0.0103856	0.0256974	0.0371808	0.019356	0.0240942	0.00397021	0.0247795	0.0140251	0.0352699	0.0613612	0.019166	0.103839	0.00295141	0.165468	0.0869805	0.0230386	1.17702	0.940994	0.704746	0.843112	0.948151	1.05468	1.18608	1.41895	0.2530144	0.4169416	0.0458255	0.133476	0.000727565	0.0285527	0.0595168	0.0115597	0.0286024	0.0413841	0.0215442	0.026818	0.00441905	0.0275808	0.0156106	0.0392572	0.0682981	0.0213327	0.115578	0.00328507	0.184174	0.0968137	0.0256431	0.898432
4068	-26.81519	-47.03654	20.22135	0.0559458	0.157453	0.0244824	0.0923142	0.165544	0.0728919	0.0375885	0.00911074	0.00518507	0.0236803	0.0410337	0.121169	0.0224047	0.036798	0.00368415	0.00151698	0.0578507	0.023751	0.0730443	0.0404627	0.0382983	1.30493	0.898358	0.825133	0.910518	0.971178	1.02968	1.09828	1.21193	0.1389812	0.4841897	0.0506659	0.142594	0.0221718	0.083602	0.149921	0.0660127	0.0340411	0.00825091	0.00469573	0.0214455	0.0371611	0.109734	0.0202902	0.0333251	0.00333645	0.00137381	0.0523911	0.0215095	0.0661507	0.036644	0.0346839	1.10421
4104	-26.70385	-46.02525	19.3214	0.13002	0.207724	0.00833213	0.0186396	0.348449	0.0195433	0.00764942	0.163898	0.0809637	0.0924247	0.0771316	0.0230078	0.00789968	0.116284	0.0274782	0.100969	0.214518	0.0114616	0.160315	0.269799	0.106931	0.818059	1.06065	0.979506	0.989952	0.996854	1.00316	1.01015	1.02092	0.01497239	0.2570943	0.0592769	0.0947023	0.00379866	0.00849787	0.15886	0.00890987	0.00348741	0.0747221	0.0369118	0.0421369	0.0351647	0.0104894	0.0036015	0.0530143	0.0125274	0.0460323	0.0978001	0.00522539	0.0730883	0.123003	0.0487505	2.193438
4140	-27.18514	-47.229	20.04386	0.00408502	0.0438856	0.00105453	0.0331338	0.00360401	0.00365785	0.00501515	0.0084432	0.00124259	0.00724488	0.00123737	0.0164683	0.00683294	0.0291945	0.0132097	0.0035688	0.041157	0.00975577	0.0321398	0.017918	0.0125201	0.171281	1.27624	0.0767479	0.28592	0.676641	1.47789	3.49749	13.0297	1.856284	0.04473593	0.0138302	0.148579	0.00357022	0.112178	0.0122017	0.012384	0.0169793	0.0285853	0.00420692	0.0245282	0.00418923	0.055755	0.0231336	0.0988408	0.0447227	0.0120825	0.139341	0.0330291	0.108812	0.0606632	0.0423881	0.295369
4176	-31.05177	-50.23459	19.18282	0.0176042	0.0484351	0.000342755	0.0160521	0.0275972	0.00412275	0.0142345	0.038375	0.0146337	0.00663261	0.026053	0.0379451	0.00168789	0.000760418	0.0649665	0.00517957	0.0268212	0.0165407	0.00428048	0.0255976	0.0121047	1.15253	0.949158	0.0929384	0.313896	0.696637	1.43547	3.18577	10.7598	1.71788	0.4047537	0.0429407	0.118144	0.000836055	0.0391546	0.0673157	0.0100563	0.0347211	0.0936051	0.0356947	0.0161784	0.0635491	0.0925564	0.00411713	0.00185483	0.158468	0.0126341	0.0654228	0.0403463	0.010441	0.0624381	0.029526	0.409967
4212	-37.94568	-56.06271	18.11703	0.172847	0.0812633	0.0170116	0.0299822	0.0179488	0.00226404	0.0421375	0.0315615	0.115515	0.136956	0.0129155	0.0112292	0.0527827	0.00190438	0.0384688	0.0430574	0.0572955	0.0742425	0.0115301	0.0601093	0.0853234	1.76083	0.746389	0.0800916	0.291929	0.681046	1.46833	3.4255	12.4857	1.825448	0.7863789	0.157658	0.074122	0.0155167	0.0273474	0.0163715	0.00206508	0.0384345	0.0287879	0.105363	0.12492	0.0117805	0.0102424	0.0481442	0.00173703	0.0350882	0.0392735	0.0522604	0.0677182	0.0105168	0.0548269	0.0778253	1.096345
4248	-26.68948	-47.92358	21.2341	0.0108299	0.181503	0.0562227	0.02194	0.00102464	0.0803082	0.013751	0.0362077	0.0395033	0.00753491	0.0165337	0.0667529	0.00636582	0.0046555	0.0895977	0.0499804	0.0370828	0.0192286	0.067092	0.0228936	0.109191	0.084521	1.30516	0.417012	0.652748	0.875395	1.14234	1.53198	2.39801	0.632425	0.02158637	0.0115433	0.193459	0.0599261	0.0233852	0.00109213	0.0855982	0.0146568	0.0385928	0.0421054	0.00803125	0.0176228	0.07115	0.00678514	0.00496216	0.0954996	0.0532726	0.0395254	0.0204952	0.0715114	0.0244016	0.116384	0.9381998
4284	-28.41549	-48.10012	19.68463	0.00345391	0.104165	0.000349164	0.00623012	0.0411967	0.0254841	0.00750124	0.0194027	0.0889503	0.0426225	0.0165547	0.0668179	0.0448371	0.00178519	0.0965051	0.00625453	0.131017	0.0148431	0.0183585	0.0767064	0.127992	1.91699	0.694336	0.69334	0.836429	0.9458	1.05731	1.19556	1.44229	0.2648127	0.9203007	0.00367036	0.110693	0.000371045	0.00662055	0.0437784	0.0270811	0.00797133	0.0206186	0.0945247	0.0452935	0.0175921	0.0710052	0.0476469	0.00189706	0.102553	0.00664649	0.139228	0.0157733	0.019509	0.0815134	0.136013	0.9410275
4320	-34.14617	-49.07502	14.92884	0.0109275	0.0366027	0.000109603	0.000470061	0.00865472	0.00286724	0.00139181	0.0179737	0.0144004	0.0284144	0.0208512	0.134466	0.00300675	0.0316012	0.0107082	0.0512714	0.0217909	0.00573243	0.10273	0.0936447	0.0150161	3.49389	0.168702	0.0217691	0.154654	0.558593	1.79021	6.46606	45.9368	2.767377	6.903496	0.017837	0.0597467	0.000178906	0.000767283	0.0141271	0.0046802	0.00227185	0.0293386	0.0235058	0.0463809	0.0340354	0.21949	0.00490792	0.0515827	0.0174791	0.0836905	0.0355694	0.00935706	0.167686	0.152857	0.0245109	0.6126313
4356	-38.60841	-56.95736	18.34895	0.025779	0.0990414	0.016541	0.0666028	0.00146135	0.0294227	0.100247	0.0336654	0.13257	0.00698132	0.279748	0.444073	0.0191438	0.0208057	0.184756	0.0598968	0.244247	0.125183	0.153805	0.0108097	0.315676	1.04591	0.984695	0.510014	0.72009	0.902625	1.10788	1.38871	1.96073	0.4868548	0.3540572	0.0108751	0.0417816	0.00697799	0.0280971	0.000616484	0.0124123	0.04229	0.0142021	0.0559258	0.00294514	0.118014	0.187337	0.00807599	0.0087771	0.0779412	0.0252681	0.103038	0.0528095	0.0648843	0.00456017	0.133171	2.370455
4392	-28.24074	-47.13631	18.89557	0.283924	0.219208	0.0740381	0.014213	0.0102353	0.00441126	0.065189	0.149062	0.114635	0.0572414	0.0964293	0.0324234	0.359753	0.0600397	0.170712	0.169684	0.00868374	0.00300864	0.0987867	0.0901239	0.0195699	1.2094	0.930198	0.755101	0.871972	0.95816	1.04367	1.14683	1.32433	0.2031128	0.4333859	0.135114	0.104317	0.0352333	0.00676368	0.00487076	0.00209923	0.0310221	0.0709354	0.0545526	0.02724	0.0458888	0.0154297	0.171199	0.0285717	0.0812385	0.0807493	0.00413242	0.00143175	0.0470106	0.0428882	0.00931291	2.10137
4428	-29.55611	-48.94288	19.38677	0.197952	0.147112	0.143292	0.0135407	0.121788	0.0200903	0.0126091	0.176556	0.0774887	0.0831555	0.130497	0.0106423	0.140176	0.0134839	0.0264961	0.0166043	0.118438	0.00548481	0.0935785	0.0609201	0.15805	0.709622	1.09679	0.381331	0.624885	0.863562	1.158	1.6003	2.6224	0.6971021	0.2156657	0.111967	0.0832101	0.0810497	0.00765897	0.0688863	0.0113636	0.007132	0.0998647	0.0438296	0.0470348	0.0738124	0.00601954	0.0792871	0.00762683	0.0149868	0.00939182	0.0669916	0.00310234	0.0529304	0.0344579	0.089397	1.767956
4464	-30.22468	-49.50156	19.27687	0.0275441	0.0854815	0.0214968	0.00134145	0.00578196	0.100325	0.0219199	0.0275441	0.0187898	0.010996	0.106655	0.0414853	0.162712	0.00451893	0.254998	0.00065407	0.0141277	0.0359038	0.0323588	0.090163	0.0426412	1.8229	0.725699	0.439764	0.669881	0.882499	1.13315	1.4928	2.27395	0.5940133	0.8373078	0.0248719	0.0771885	0.0194113	0.00121131	0.00522102	0.0905919	0.0197934	0.0248719	0.0169669	0.00992924	0.0963079	0.0374606	0.146927	0.00408053	0.230259	0.000590615	0.0127571	0.0324206	0.0292195	0.0814158	0.0385043	1.107439
4500	-29.53006	-47.99462	18.46456	0.121034	0.154182	0.0281954	0.00499325	0.0385484	0.0141414	0.0238145	0.0549842	0.0103885	0.0166572	0.0686983	0.089553	0.0674076	0.00177945	0.0570452	0.00176715	0.0248998	0.0263268	0.00223404	0.0528703	0.0852475	1.98495	0.671682	0.141447	0.38525	0.742608	1.34661	2.59572	7.06977	1.414199	0.9850654	0.12811	0.163196	0.0298437	0.00528515	0.040802	0.0149681	0.0252067	0.0581986	0.0109958	0.017631	0.0727144	0.0947884	0.0713483	0.00188348	0.0603801	0.00187046	0.0263554	0.0278659	0.00236464	0.0559612	0.0902311	0.9447683
4536	-31.73744	-48.79345	17.05601	0.290092	0.190339	0.0158097	0.0991923	0.137035	0.034064	0.120555	0.0993587	0.0325997	0.11445	0.0107351	0.193476	0.431432	0.159972	0.26482	0.187069	0.0441235	0.0343053	0.180413	0.186003	0.0967488	1.80564	0.731452	0.788752	0.890713	0.964537	1.03677	1.1227	1.26783	0.1715868	0.8228589	0.0992583	0.0651267	0.00540949	0.0339398	0.0468882	0.0116554	0.0412494	0.0339968	0.0111544	0.0391604	0.00367313	0.0662001	0.14762	0.0547364	0.0906112	0.064008	0.0150974	0.011738	0.0617306	0.0636432	0.0331038	2.922593
4572	-27.34162	-46.2359	18.89428	0.0589416	0.29829	0.00482399	0.0221633	0.050627	0.00564811	0.101576	0.0485833	0.0660096	0.0898641	0.121034	0.320721	0.128749	0.662732	0.198012	0.200019	0.0772073	0.0983958	0.0395894	0.0276956	0.0270669	0.239627	1.25346	0.575341	0.763686	0.91933	1.08775	1.30944	1.7381	0.3997071	0.06372425	0.022261	0.112658	0.00182192	0.00837063	0.0191208	0.00213317	0.0383633	0.0183489	0.0249305	0.0339398	0.045712	0.12113	0.0486257	0.2503	0.074785	0.075543	0.0291596	0.037162	0.0149521	0.0104601	0.0102226	2.64775
4608	-32.62684	-49.04411	16.41727	0.0322378	0.0798439	0.0208252	0.0140626	0.0575847	0.00155688	0.0126383	0.00763164	0.0803429	0.0191582	0.000275691	0.00567363	0.0132135	0.117518	0.0543597	0.0520703	0.00949012	0.0720604	0.0186095	0.0555728	0.0183348	2.78025	0.406584	0.0238625	0.161736	0.566451	1.76538	6.1829	41.9068	2.700986	2.279354	0.0433852	0.107453	0.0280262	0.0189252	0.0774966	0.00209523	0.0170085	0.0102705	0.108124	0.0257828	0.000371021	0.00763549	0.0177825	0.158154	0.0731564	0.0700754	0.0127717	0.0969778	0.0250443	0.074789	0.0246747	0.7430607
4644	-30.03743	-50.49504	20.45761	0.0424335	0.0550858	0.0596292	0.0892581	0.0252878	0.00416773	0.00702075	0.0813741	0.0500469	0.00330184	9.57952e-05	0.00572753	0.00170666	0.159227	0.0264916	0.0278486	0.0145439	0.122641	0.0195732	0.0773202	0.0314819	0.493716	1.16876	0.278895	0.536463	0.82342	1.21445	1.86406	3.58558	0.9233022	0.1408089	0.0469261	0.0609179	0.0659423	0.0987081	0.027965	0.00460898	0.00776406	0.0899894	0.0553455	0.00365142	0.000105937	0.00633393	0.00188735	0.176085	0.0292964	0.0307971	0.0160837	0.135625	0.0216455	0.0855063	0.034815	0.9042628
4680	-29.50441	-48.67085	19.16644	0.0424264	0.0295076	0.0218015	0.108358	0.190594	0.0217975	0.0682129	0.0587156	0.00500506	0.0156447	0.0743057	0.0623095	0.016866	0.0786385	0.0925036	0.126565	0.0318793	0.0416437	0.354932	0.0276034	0.00952076	0.641826	1.11939	0.146307	0.39165	0.746435	1.3397	2.5533	6.83493	1.389771	0.1911235	0.0286892	0.0199534	0.0147424	0.0732726	0.128881	0.0147397	0.0461262	0.0397041	0.00338448	0.0105791	0.0502463	0.0421344	0.011405	0.0531762	0.0625519	0.0855847	0.0215571	0.0281599	0.240008	0.0186657	0.00643803	1.47883
4716	-34.85286	-53.57298	18.72012	0.207669	0.162151	0.0996189	0.0207818	0.293995	0.123318	0.0717829	0.0359924	0.166426	0.0367002	0.225995	0.0655925	0.137751	0.0970315	0.0221244	0.00506712	0.0336699	0.0349404	0.0971203	0.304888	0.269972	0.807572	1.06414	0.841875	0.919481	0.974151	1.02654	1.08757	1.18783	0.1244577	0.252965	0.0826513	0.0645354	0.0396479	0.00827109	0.117009	0.0490802	0.0285693	0.0143248	0.0662369	0.0146065	0.0899452	0.0261056	0.0548243	0.0386182	0.00880542	0.00201669	0.0134005	0.0139061	0.0386535	0.121344	0.107448	2.512588
4752	-31.93249	-48.44799	16.5155	0.0693473	0.0536638	0.0599316	0.00094341	0.00484398	0.0100526	0.0203156	0.0431677	0.0150997	0.0316995	0.00778265	0.0662021	0.0162997	0.00293621	0.0159701	0.00105606	0.0090622	0.194557	0.00289973	0.0196765	0.0302532	3.10299	0.299002	0.0534728	0.239722	0.640442	1.56142	4.1715	18.7011	2.117566	3.459276	0.102621	0.0794124	0.0886875	0.00139607	0.00716818	0.014876	0.0300632	0.0638801	0.0223447	0.0469094	0.0115169	0.0979667	0.0241205	0.00434504	0.0236328	0.00156277	0.0134104	0.287909	0.00429106	0.0291175	0.0447691	0.675761
4788	-27.85268	-47.41112	19.55844	0.110483	0.0819545	0.0258621	0.0138562	0.222636	0.17384	0.0382356	0.0206759	0.152516	0.0554855	0.126393	0.0729941	0.0983453	0.0358565	0.133058	0.012718	0.0586822	0.185829	0.00463254	0.12857	0.0219274	0.882546	1.03915	0.625739	0.79561	0.931152	1.07394	1.2569	1.59811	0.3389907	0.2830982	0.0622598	0.0461832	0.0145739	0.00780829	0.12546	0.0979629	0.0215466	0.0116514	0.0859461	0.0312673	0.0712254	0.0411339	0.0554198	0.020206	0.0749814	0.00716689	0.0330688	0.104719	0.00261054	0.0724522	0.0123566	1.774551
4824	-25.83698	-45.81987	19.98289	0.00809735	0.101293	0.00546352	0.0506344	0.025011	0.0123992	0.0391895	0.00436499	0.00930754	0.0988381	0.0367767	0.0980439	0.00481015	0.0241315	0.0607404	0.0257514	0.0170452	0.158599	0.00853147	0.108539	0.0266391	1.5515	0.816167	0.633388	0.800339	0.932874	1.07196	1.24947	1.57881	0.3302058	0.6336526	0.00876141	0.1096	0.00591158	0.0547868	0.0270622	0.013416	0.0424034	0.00472296	0.0100708	0.106944	0.0397927	0.106084	0.00520463	0.0261105	0.0657217	0.0278632	0.0184431	0.171606	0.00923113	0.11744	0.0288237	0.9242065
4860	-29.75471	-50.2118	20.45709	0.0422643	0.0910056	0.0177101	0.024415	0.00712192	0.0288973	0.0707208	0.00540263	0.0861011	0.0157797	0.0539619	0.0763894	0.00518073	0.0201842	0.0153499	0.0181547	0.0206251	0.0397111	0.029149	0.00889143	0.0107791	0.631957	1.12268	0.277688	0.53533	0.822877	1.21525	1.86801	3.60116	0.926436	0.1876332	0.0614489	0.132315	0.025749	0.0354975	0.0103547	0.0420144	0.102822	0.007855	0.125184	0.0229425	0.0784564	0.111064	0.00753238	0.0293463	0.0223176	0.0263955	0.0299873	0.0577368	0.0423804	0.0129274	0.015672	0.6877949
4896	-32.65444	-51.11299	18.45855	0.068802	0.0986815	0.00829184	0.0604394	0.0250194	0.0103996	0.077761	0.0312008	0.0229016	0.0114838	0.0617167	0.0664045	0.00893647	0.00790409	0.0891005	0.00576469	0.0313325	0.00706666	0.0331017	0.151451	0.0239314	1.96081	0.679729	0.128489	0.367613	0.73183	1.36644	2.72025	7.78278	1.483675	0.9615673	0.0763033	0.10944	0.00919588	0.0670289	0.0277472	0.0115335	0.0862391	0.0346026	0.0253985	0.0127358	0.0684454	0.0736444	0.00991078	0.00876585	0.0988148	0.00639319	0.0347486	0.00783711	0.0367106	0.167963	0.0265405	0.9016912
4932	-30.58681	-51.20418	20.61737	0.0340215	0.0776419	0.0298265	0.00443895	0.038595	0.00837855	0.0829331	0.00611068	0.0416728	0.0262132	0.0567102	0.0233535	0.00309721	0.00293491	0.0634314	0.0342568	0.0386573	0.0182662	0.0477065	0.0575937	0.0114271	0.50739	1.1642	0.289716	0.546516	0.828203	1.20743	1.82977	3.45165	0.8957759	0.1452754	0.0481028	0.109777	0.0421715	0.0062762	0.0545692	0.0118464	0.117259	0.00863985	0.0589209	0.0370626	0.0801821	0.0330193	0.00437912	0.00414965	0.0896853	0.0484355	0.0546573	0.0258264	0.0674519	0.0814314	0.0161567	0.7072672
4968	-36.04821	-55.40973	19.36152	0.0103503	0.255062	0.162826	0.114808	0.037824	0.0494437	0.191058	0.0887001	0.0184482	0.00905195	0.0604562	0.0710827	0.00337762	0.182538	0.0263968	0.0198272	0.0266541	0.109676	0.282579	0.0801918	0.0383424	0.278448	1.24052	0.208781	0.465813	0.787931	1.26915	2.14678	4.7897	1.132664	0.07482028	0.00562914	0.138719	0.0885551	0.06244	0.0205711	0.0268906	0.10391	0.0482408	0.0100333	0.00492303	0.03288	0.0386593	0.00183697	0.099276	0.0143563	0.0107833	0.0144962	0.0596489	0.153684	0.0436134	0.0208531	1.838695
5004	-36.69752	-56.21207	19.51455	0.00470966	0.0181694	0.0928848	0.0339915	0.273884	0.0192901	0.209766	0.00627198	0.104786	0.111146	0.0330963	0.129754	0.100014	0.130333	0.0249593	0.0276322	0.124635	0.0671311	0.161177	0.118243	0.0472763	0.146451	1.28452	0.201052	0.457322	0.783421	1.27645	2.18665	4.97384	1.159941	0.03800407	0.00256078	0.00987922	0.0505042	0.0184822	0.148919	0.0104886	0.114056	0.00341026	0.0569752	0.0604336	0.0179954	0.0705508	0.0543804	0.0708659	0.0135711	0.0150244	0.0677677	0.0365012	0.0876365	0.0642923	0.0257055	1.83915
5040	-30.45731	-51.21382	20.75651	0.00845999	0.0294871	0.057159	0.0763523	0.0681577	0.042739	0.0674278	0.0234749	0.0470156	0.0296686	0.0136795	0.116592	0.0392555	0.0156942	0.00930099	0.00142705	0.201586	0.0135044	0.0797797	0.0990982	0.0419356	0.0165947	1.3278	0.382698	0.625976	0.864032	1.15736	1.59751	2.61303	0.6945148	0.004165963	0.00782032	0.0272576	0.0528371	0.0705792	0.0630042	0.0395075	0.0623296	0.0216999	0.0434607	0.0274253	0.0126452	0.107777	0.0362873	0.0145076	0.00859773	0.00131915	0.186344	0.0124833	0.0737475	0.0916053	0.0387648	1.081796
5076	-24.94727	-45.31839	20.37112	0.0211015	0.777259	0.0219256	0.00430144	0.0642348	0.0670732	0.0250593	0.0830289	0.0004582	0.00938546	0.0267643	0.155071	0.00629969	0.109026	0.000180161	0.144791	0.0370042	0.00144471	0.220018	0.197655	0.0158559	0.0774177	1.30753	0.813222	0.904084	0.969032	1.03196	1.10609	1.22968	0.1494953	0.0197364	0.0106148	0.390988	0.0110293	0.00216377	0.0323123	0.0337401	0.0126057	0.0417664	0.00023049	0.00472121	0.0134634	0.078006	0.00316896	0.0548438	9.06273e-05	0.0728346	0.0186144	0.000726739	0.110676	0.0994273	0.00797608	1.987936
5112	-27.90738	-47.80085	19.89346	0.267298	0.180462	0.0158387	0.0546894	0.0710881	0.00442987	0.0212252	0.143846	0.000809058	0.00908766	0.0589335	0.0241958	0.01984	0.161276	0.000221981	0.0260554	0.0304109	0.0203086	0.136168	0.0260736	0.0155118	0.268194	1.24394	0.152373	0.399487	0.751063	1.33145	2.50321	6.56282	1.360397	0.07186696	0.207567	0.140135	0.0122993	0.0424683	0.0552025	0.00343995	0.0164821	0.111702	0.000628263	0.0070569	0.045764	0.0187889	0.0154065	0.125237	0.000172376	0.020233	0.0236152	0.0157704	0.105739	0.0202471	0.0120454	1.287769
5148	-39.06114	-58.32846	19.26731	0.00365677	0.0412526	0.0341533	0.00894879	0.0191653	0.00575201	0.0024324	0.0159472	0.00340305	0.0105561	0.00832494	0.0153051	0.0127633	0.00579575	0.0152051	0.00266092	0.00404515	0.028186	0.00386871	0.00276088	0.0221431	0.188246	1.27058	0.0288354	0.177379	0.583004	1.71525	5.63765	34.6796	2.564111	0.04938558	0.0137304	0.154895	0.128238	0.0336008	0.0719615	0.0215976	0.00913314	0.0598783	0.0127777	0.0396359	0.0312584	0.0574676	0.0479234	0.0217618	0.0570921	0.0099912	0.0151887	0.105833	0.0145262	0.0103665	0.0831428	0.2663265
5184	-26.10531	-46.22551	20.12021	0.0460008	0.200092	0.0148061	0.016252	0.0790903	0.110978	0.00370952	0.0333888	0.0172895	0.0920857	0.128119	0.0402153	0.0179602	0.0896688	0.0804825	0.016069	0.029278	0.00657264	0.0981511	0.000548466	0.00646219	0.248224	1.25059	0.154793	0.402568	0.752865	1.32826	2.48405	6.46025	1.349007	0.06616185	0.0408091	0.177509	0.013135	0.0144178	0.070164	0.0984528	0.00329086	0.0296205	0.0153382	0.0816928	0.113659	0.0356765	0.0159332	0.0795487	0.0713992	0.0142554	0.0259736	0.00583084	0.0870736	0.000486566	0.00573286	1.127219
