Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	tree_length
360	-32.02631	-50.20489	18.17859	0.0968132	0.0818122	0.0136447	0.0850038	0.00582066	0.0371607	0.00532049	0.104037	0.0662302	0.44428	0.349836	0.100327	0.0647241	0.111045	0.108735	0.106683	0.183284	0.205584	0.0883651	0.0127759	0.0183775	0.948657	1.01711	0.296945	0.553124	0.831314	1.20291	1.80791	3.36763	0.8779572	0.310898	0.0422791	0.035728	0.00595875	0.0371219	0.00254193	0.0162284	0.0023235	0.045434	0.0289233	0.194021	0.152776	0.0438135	0.0282655	0.0484942	0.0474854	0.0465895	0.0800415	0.0897802	0.0385898	0.00557934	0.00802561	2.289859
396	-24.46411	-45.54636	21.08225	0.0217134	0.10505	0.0470778	0.0160526	0.0228598	0.0187787	0.0103958	0.0151572	0.0324298	0.0823562	0.103758	0.0909678	0.0514506	0.0908826	0.0752916	0.126957	0.147673	0.0263355	0.0300696	0.0123134	0.00170477	0.055894	1.3147	0.446736	0.675039	0.884614	1.13044	1.4814	2.23846	0.5826394	0.01417151	0.0192277	0.0930239	0.0416886	0.014215	0.0202429	0.016629	0.00920577	0.0134221	0.0287173	0.0729284	0.0918803	0.0805542	0.0455607	0.0804787	0.0666725	0.112424	0.130768	0.0233207	0.0266273	0.0109038	0.00150962	1.129275
432	-32.31661	-52.67337	20.35675	0.0251853	0.0691458	0.00351398	0.00893185	0.0214132	0.00744356	0.00010507	0.00506466	0.0609514	0.0027135	0.0606339	0.00404273	0.00143135	0.00147988	0.0194065	0.0142254	0.0085491	0.00816059	0.00647609	0.0480514	0.00277306	0.272087	1.24264	0.127962	0.366878	0.731373	1.36729	2.7257	7.8148	1.486644	0.07298652	0.0663298	0.182107	0.00925467	0.0235235	0.0563953	0.0196039	0.000276719	0.0133386	0.160526	0.00714645	0.15969	0.0106472	0.0037697	0.00389752	0.0511104	0.037465	0.0225155	0.0214923	0.0170559	0.126552	0.00730332	0.3796985
468	-28.7487	-48.36012	19.61142	0.124601	0.0574687	0.0608795	0.000580709	0.105313	0.0193236	0.000592731	0.0377668	0.0611923	0.143648	0.133915	0.0182598	0.146008	0.0224571	0.102566	0.0631323	0.0475177	0.0246724	0.0976812	0.203141	0.00720863	0.0330684	1.32231	0.116257	0.350108	0.720775	1.3874	2.85626	8.60163	1.556009	0.008336016	0.084308	0.0388847	0.0411925	0.000392922	0.0712571	0.0130748	0.000401056	0.0255539	0.0414042	0.0971958	0.0906103	0.012355	0.0987925	0.015195	0.0693985	0.0427168	0.0321516	0.016694	0.0660935	0.13745	0.00487754	1.477925
504	-23.87779	-42.13401	18.25622	0.194522	0.33363	0.0201568	0.0378427	0.138285	0.0153398	0.0157706	0.0934149	0.0373455	0.0605465	0.223111	0.0615142	0.0464695	0.454611	0.0173293	0.114074	0.521024	0.0078068	0.0387698	0.102334	0.268179	0.347265	1.21758	0.412061	0.648957	0.873806	1.14442	1.54093	2.42682	0.6410608	0.09506976	0.0694208	0.119065	0.00719351	0.0135052	0.0493509	0.00547445	0.00562818	0.0333378	0.0133278	0.0216077	0.0796233	0.0219531	0.016584	0.162241	0.00618446	0.0407107	0.185942	0.00278608	0.0138361	0.0365206	0.0957074	2.802076
540	-31.0744	-50.35371	19.27931	0.189141	0.113983	0.102957	0.094885	0.0117475	0.0405267	0.0402983	0.0300093	0.0481077	0.0430402	0.1875	0.0902726	0.0884014	0.080475	0.0138577	0.0587557	0.159573	0.0299383	0.105482	0.357125	0.0635795	0.0203676	1.32654	0.219664	0.4775	0.794046	1.25937	2.09424	4.55242	1.095925	0.005117963	0.0970125	0.058463	0.0528078	0.0486675	0.00602541	0.0207866	0.0206694	0.0153921	0.024675	0.0220758	0.096171	0.0463018	0.0453421	0.0412765	0.00710778	0.0301364	0.0818468	0.0153557	0.054103	0.183173	0.0326106	1.949656
576	-28.03377	-47.21945	19.18568	0.138639	0.267706	0.0213554	0.0361935	0.0132986	0.0884358	0.0175842	0.134181	0.0250878	0.0780761	0.0254275	0.0317414	0.0359875	0.184531	0.0323799	0.186321	0.0487917	0.139505	0.0269848	0.0673524	0.151486	1.6717	0.776099	0.999892	0.999947	0.999984	1.00002	1.00005	1.00011	7.833984e-05	0.7179947	0.0791743	0.152882	0.0121956	0.0206694	0.00759458	0.050504	0.010042	0.0766281	0.0143271	0.0445877	0.0145211	0.0181269	0.0205518	0.105382	0.0184915	0.106404	0.027864	0.0796684	0.0154105	0.0384637	0.0865109	1.751066
612	-29.03199	-49.61125	20.57927	0.0329011	0.0932714	0.108988	0.0389515	0.150193	0.0187032	0.0314431	0.0771967	0.0406561	0.188714	0.0298773	0.0963817	0.0114078	0.0363742	0.0573682	0.0443692	0.011748	0.0686364	0.0163406	0.0387807	0.00807025	0.178587	1.2738	0.286821	0.543846	0.826939	1.20928	1.83876	3.48649	0.9030375	0.04673325	0.0274091	0.0777021	0.0907953	0.0324495	0.125122	0.0155812	0.0261944	0.0643106	0.0338696	0.157213	0.0248901	0.0802932	0.00950357	0.0303025	0.047792	0.0369629	0.00978695	0.0571793	0.013613	0.0323072	0.00672313	1.200372
648	-38.18317	-58.32261	20.13943	0.0484938	0.0230732	0.014355	0.013425	0.0444696	0.0174041	0.0446104	0.030236	0.00902065	0.00696993	0.0691804	0.131521	0.100509	0.0343958	0.0748532	0.0475843	0.0989226	0.0273812	0.0399492	0.0368497	0.0339019	0.267703	1.2441	0.127517	0.366254	0.730985	1.36802	2.73034	7.84212	1.489167	0.0717262	0.0512021	0.0243617	0.0151567	0.0141748	0.0469532	0.018376	0.0471018	0.0319247	0.00952443	0.00735918	0.073044	0.138866	0.106123	0.0363167	0.0790335	0.0502417	0.104447	0.0289103	0.0421803	0.0389077	0.0357952	0.9471066
684	-32.03811	-51.32944	19.29133	0.0697879	0.11448	0.083907	0.0304275	0.121668	0.106883	0.0490317	0.070676	0.00398157	0.0165009	0.121585	0.0622816	0.00705955	0.11761	0.389282	0.0368835	0.0398607	0.0910697	0.000737785	0.164127	0.0818473	0.228134	1.25729	0.152997	0.400283	0.751529	1.33062	2.49823	6.53608	1.357444	0.06048292	0.0392136	0.0643262	0.0471471	0.0170971	0.0683646	0.0600569	0.0275507	0.0397126	0.00223723	0.00927181	0.0683184	0.0349958	0.00396674	0.0660844	0.218736	0.0207247	0.0223976	0.0511718	0.000414559	0.0922224	0.0459897	1.779687
720	-52.14293	-64.27203	12.1291	0.0292984	0.000996818	0.00510005	0.0507548	0.0166694	0.0653002	0.00991147	0.0460544	0.143177	0.0760917	0.00274936	0.0106653	0.0258185	0.00350572	0.0387461	0.00433392	0.0598565	0.076454	0.211891	0.140539	0.0121107	3.63933	0.120224	0.00156482	0.0428285	0.374219	2.67223	23.3489	639.052	4.671015	10.09043	0.0284444	0.000967762	0.00495139	0.0492754	0.0161836	0.0633968	0.00962256	0.0447119	0.139003	0.0738737	0.00266922	0.0103544	0.0250659	0.00340353	0.0376167	0.0042076	0.0581118	0.0742255	0.205714	0.136443	0.0117577	1.030024
756	-28.94874	-49.66513	20.71639	0.284125	0.0620901	0.00627241	0.000211837	0.0096419	0.135422	0.0121587	0.0703936	0.000455314	0.0325813	0.0538791	0.00300888	0.12385	0.0357562	0.0362996	0.015385	0.00232579	0.0313413	0.0326314	0.0397922	0.0684792	0.0700895	1.30997	0.238644	0.497196	0.804122	1.24359	2.01128	4.19034	1.036	0.01783489	0.269032	0.0587918	0.00593921	0.000200584	0.00912972	0.128228	0.0115128	0.0666543	0.000431128	0.0308506	0.051017	0.00284904	0.117271	0.0338568	0.0343713	0.0145678	0.00220224	0.0296764	0.030898	0.0376784	0.0648415	1.056101
792	-28.2469	-47.86813	19.62123	0.12368	0.310869	0.0210553	0.0572566	0.0299095	0.0243743	0.0287726	0.0253527	0.00606546	0.105927	0.203886	0.00461469	0.0836377	0.109921	0.39428	0.273907	0.00422799	0.0260601	0.210101	0.0791687	0.0159924	0.146632	1.28446	0.433571	0.665263	0.880597	1.13559	1.50316	2.30643	0.6042683	0.03805302	0.05782	0.14533	0.00984326	0.0267672	0.0139825	0.0113949	0.013451	0.0118523	0.00283557	0.0495204	0.0953158	0.00215735	0.0391002	0.0513877	0.184324	0.12805	0.00197657	0.0121829	0.0982211	0.037011	0.00747634	2.13906
828	-30.58891	-48.88696	18.29805	0.0462685	0.110238	0.00211455	0.00383642	0.0364637	0.0370166	0.00682728	0.0875313	0.0418663	0.0534201	0.080334	0.131352	0.172815	0.112584	0.122505	0.000543115	0.00479741	0.143306	0.149259	0.00668964	0.0927299	0.791581	1.06947	0.0512617	0.234835	0.63634	1.57149	4.25831	19.5077	2.148101	0.2467199	0.0320753	0.0764214	0.00146589	0.00265957	0.0252781	0.0256614	0.00473295	0.0606803	0.0290235	0.037033	0.0556908	0.0910588	0.119803	0.078048	0.0849259	0.00037651	0.00332577	0.0993458	0.103473	0.00463754	0.0642842	1.442499
864	-35.65982	-51.20716	15.54734	0.120314	0.263705	0.00962411	0.0204689	0.0189255	0.0527721	0.0146368	0.11089	0.082414	0.0353464	0.13292	0.00683136	0.146153	0.0254018	0.0923903	0.0170669	0.056321	0.21061	0.029187	0.0540113	0.164748	3.26585	0.244717	0.099038	0.32378	0.703408	1.42165	3.08852	10.0971	1.671917	4.448477	0.0722719	0.158407	0.00578116	0.0122956	0.0113685	0.0316999	0.00879228	0.0666112	0.0495057	0.0212324	0.0798446	0.00410356	0.0877933	0.0152588	0.0554984	0.010252	0.0338318	0.126512	0.0175325	0.0324444	0.0989631	1.664737
900	-28.41669	-48.69609	20.27939	0.0452559	0.130595	0.0103582	0.0079952	0.00319386	0.000180935	0.00107483	0.0202692	0.0480985	0.00177381	0.0308405	0.0464271	0.00128236	0.00646091	0.171335	0.0424795	0.00842213	0.253272	0.0788543	0.0806415	0.0378428	0.12438	1.29187	0.131965	0.37243	0.734808	1.3609	2.68507	7.57779	1.464374	0.03209281	0.0440809	0.127204	0.0100893	0.00778764	0.00311094	0.000176238	0.00104692	0.019743	0.0468498	0.00172776	0.0300398	0.0452217	0.00124907	0.00629317	0.166887	0.0413766	0.00820348	0.246697	0.0768072	0.0785479	0.0368603	1.026654
936	-33.45749	-49.98544	16.52794	0.238046	0.117539	0.015737	0.00966714	0.0287245	0.00786036	0.000872303	0.155076	0.0511007	0.0034926	0.0555235	0.0268104	0.0212899	0.0144547	0.240855	0.0815003	0.00285496	0.00251986	0.172611	0.112456	0.0775224	1.74044	0.753186	0.0152683	0.130086	0.529244	1.88949	7.68723	65.4951	3.023856	0.7702572	0.165711	0.0818225	0.010955	0.00672959	0.019996	0.00547183	0.000607237	0.107953	0.0355727	0.00243131	0.0386516	0.0186635	0.0148205	0.0100623	0.167666	0.0567348	0.00198742	0.00175415	0.12016	0.0782841	0.0539657	1.436513
972	-36.97217	-51.06745	14.09528	0.0360993	0.0289677	0.00142116	0.0495153	0.0936868	0.00709761	0.000701727	0.00121337	0.0301348	0.00379354	0.0372305	0.0964999	0.00167087	0.00314293	0.0971904	0.0276367	0.0260141	3.79701e-05	0.0447935	0.0835068	0.0046741	3.746	0.0846651	0.0374368	0.201462	0.606626	1.64846	4.96371	26.7117	2.375355	14.74833	0.0534781	0.0429132	0.00210533	0.0733528	0.138789	0.0105145	0.00103955	0.0017975	0.0446422	0.00561982	0.0551539	0.142957	0.00247525	0.00465599	0.14398	0.0409416	0.0385377	5.62496e-05	0.0663579	0.123708	0.00692429	0.675029
1008	-25.60432	-46.19908	20.59476	0.0636395	0.142734	0.050927	0.0306975	0.0508773	0.0479913	0.0206872	0.0694261	0.0232206	0.0179891	0.379501	0.00381389	0.0588829	0.0443212	0.138898	0.0104713	0.012583	0.111884	0.0532614	0.170307	0.141652	0.211223	1.26293	0.688469	0.833558	0.944786	1.05844	1.19968	1.4525	0.2699112	0.05574975	0.0387157	0.0868337	0.0309819	0.0186751	0.0309517	0.0291959	0.0125852	0.042236	0.0141265	0.0109438	0.230873	0.00232021	0.0358219	0.0269632	0.0845001	0.00637031	0.00765499	0.0680658	0.032402	0.103608	0.0861752	1.643766
1044	-35.18904	-55.30649	20.11745	0.0780979	0.24804	0.108577	0.0184682	0.0996362	0.251342	0.0251377	0.0142145	0.069638	0.0206519	0.182846	0.00240626	0.0170236	0.0100844	0.149044	0.0362409	0.0325197	0.033333	0.0313362	0.114396	0.079321	0.188829	1.27039	0.3271	0.57984	0.843639	1.18534	1.72461	3.05717	0.8080217	0.04954616	0.0481386	0.152889	0.0669256	0.0113836	0.0614146	0.154924	0.0154946	0.00876165	0.042924	0.0127296	0.112704	0.00148319	0.0104931	0.00621588	0.0918689	0.0223385	0.0200447	0.0205461	0.0193153	0.0705122	0.0488925	1.622354
1080	-45.19347	-60.62088	15.42741	0.0402286	0.179202	0.0103022	0.0419026	0.0263006	0.0826193	0.0872899	0.356332	0.0324228	0.00990003	0.0161096	0.158239	0.169048	0.0475965	0.0857693	0.0681085	0.00814226	0.0239907	0.170803	0.37544	0.103409	2.34998	0.550006	0.0287684	0.177178	0.582797	1.71586	5.64405	34.7603	2.565793	1.424217	0.0192191	0.0856135	0.00492184	0.0200189	0.0125651	0.0394712	0.0417025	0.170237	0.0154899	0.00472971	0.0076963	0.0755981	0.0807621	0.0227391	0.0409761	0.0325387	0.00388994	0.0114615	0.0816009	0.179366	0.0494032	2.093155
1116	-29.79355	-48.10583	18.31228	0.0255846	0.26249	0.000771061	0.0891733	0.120216	0.119223	0.122093	0.11659	0.00720236	0.00414265	0.259909	0.02365	0.175882	0.0791193	0.104182	0.0189287	0.0181196	0.18243	0.0583908	0.0362253	0.00583398	1.74563	0.751456	0.385373	0.628106	0.864948	1.15614	1.59209	2.59489	0.689478	0.7743321	0.0139794	0.143425	0.000421309	0.0487244	0.0656859	0.0651438	0.0667118	0.0637047	0.00393538	0.00226355	0.142015	0.0129224	0.0961022	0.0432309	0.0569249	0.0103427	0.00990055	0.09968	0.0319048	0.0197935	0.00318769	1.830157
1152	-28.26412	-46.39608	18.13197	0.032315	0.103533	0.000418738	0.041191	0.0335999	0.0400259	0.0108141	0.0354991	0.000616732	0.000270663	0.0638077	0.00568592	0.00129008	0.0701497	0.0416523	0.0140042	0.0289961	0.0131836	0.00633848	0.0320275	0.00321231	2.38595	0.538017	0.115007	0.348267	0.71959	1.38968	2.87136	8.69514	1.563828	1.478239	0.0558472	0.178928	0.000723669	0.0711868	0.0580678	0.0691733	0.0186891	0.06135	0.00106585	0.000467764	0.110273	0.00982648	0.00222953	0.121234	0.0719841	0.0242022	0.0501114	0.0227841	0.0109542	0.0553503	0.00555156	0.5786324
1188	-34.32962	-51.32796	16.99833	0.0753191	0.232471	0.0743872	0.0749004	0.137748	0.24701	0.0343416	0.0515087	0.0124446	0.00675065	0.0745343	0.0312504	0.0661229	0.249901	0.110723	0.207697	0.0488231	0.0728735	0.0165121	0.0809995	0.0039791	2.85109	0.382972	0.420567	0.655456	0.876526	1.14087	1.52565	2.37774	0.6262863	2.481546	0.039428	0.121694	0.0389401	0.0392088	0.0721084	0.129304	0.0179771	0.0269637	0.00651448	0.00353382	0.0390171	0.0163589	0.0346139	0.130818	0.057961	0.108725	0.0255579	0.0381477	0.00864371	0.0424015	0.00208298	1.910297
1224	-23.26804	-43.35807	20.09002	0.140934	0.126761	0.00200838	0.025471	0.0687053	0.0253077	0.0592395	0.0184732	0.0177382	0.0202426	0.276782	0.138616	0.0351849	0.00814407	0.0741105	0.0939261	0.00811169	0.00597221	0.196325	0.196239	0.0034871	0.971568	1.00948	0.939955	0.970251	0.990622	1.00947	1.03066	1.06388	0.04477477	0.3208156	0.09141	0.0822173	0.00130264	0.0165206	0.0445624	0.0164147	0.0384228	0.0119817	0.011505	0.0131294	0.179521	0.0899063	0.022821	0.00528226	0.0480682	0.0609206	0.00526126	0.00387359	0.127337	0.127281	0.00226174	1.541778
1260	-28.22639	-49.08571	20.85932	0.0637182	0.0450865	0.0176975	0.017778	0.119792	0.0787893	0.0182447	0.033619	0.0638803	0.00859566	0.133743	0.0709421	0.0209579	0.0479404	0.065981	0.103081	0.144437	0.0113726	0.0634733	0.227596	0.0099772	0.293217	1.23559	0.695823	0.837889	0.946315	1.05673	1.19348	1.43715	0.2622281	0.07910274	0.0466218	0.0329893	0.0129491	0.0130079	0.0876506	0.0576492	0.0133495	0.0245987	0.0467405	0.00628934	0.0978583	0.0519075	0.0153347	0.0350774	0.0482775	0.0754228	0.105683	0.00832117	0.0464426	0.166529	0.0073002	1.366702
1296	-30.34331	-50.24499	19.90168	0.111806	0.268402	0.0207481	0.0239285	0.098203	0.0452244	0.0335901	0.192121	0.0275498	0.0176994	0.385237	0.0728288	0.0204618	0.11997	0.0193279	0.0133558	0.00268896	0.0719274	0.126048	0.328786	0.0838569	0.223165	1.25895	0.657145	0.814841	0.938116	1.06597	1.22723	1.52173	0.3035811	0.05908773	0.0536557	0.128807	0.00995703	0.0114833	0.0471278	0.0217032	0.0161199	0.0921993	0.0132212	0.00849398	0.184876	0.0349506	0.00981964	0.0575736	0.00927548	0.00640945	0.00129044	0.0345181	0.0604908	0.157785	0.040243	2.083761
1332	-35.39466	-53.51505	18.12039	0.156321	0.162724	0.0139069	0.0445975	0.262859	0.0680702	0.0781794	0.00576311	0.143226	0.218556	0.172296	0.0791689	0.153876	0.0393666	0.036061	0.139707	0.00883007	0.0498891	0.0197191	0.445256	0.279006	0.277537	1.24082	0.181132	0.434633	0.771083	1.29688	2.30079	5.52083	1.235383	0.07455738	0.060651	0.0631354	0.00539577	0.0173034	0.101987	0.0264106	0.0303329	0.00223603	0.0555706	0.0847977	0.0668493	0.0307168	0.0597026	0.0152739	0.0139913	0.054205	0.00342599	0.0193565	0.00765083	0.172755	0.108252	2.577379
1368	-23.85588	-45.11518	21.2593	0.0854249	0.114374	0.0264337	0.0258503	0.102721	0.0644553	0.0677483	0.00979167	0.10248	0.0271057	0.140415	0.0288488	0.039355	0.110591	0.00488423	0.0741109	0.16244	0.00316875	0.0223468	0.125915	0.0788318	0.138104	1.2873	0.987633	0.993949	0.998108	1.0019	1.00609	1.01252	0.008997991	0.03576063	0.0602734	0.0806989	0.0186509	0.0182392	0.0724773	0.0454778	0.0478012	0.00690872	0.0723067	0.019125	0.0990726	0.0203549	0.0277677	0.0780299	0.00344617	0.0522905	0.114613	0.00223578	0.0157673	0.0888421	0.0556214	1.417292
1404	-28.42965	-47.50375	19.0741	0.15271	0.0840443	0.055515	0.13977	0.0358357	0.0163962	0.220939	0.0122434	0.0451642	0.0112198	0.0486962	0.0345904	0.032851	0.0396052	0.185406	0.1134	0.128698	0.0508886	0.0349304	0.189715	0.0179988	1.39246	0.869179	0.491193	0.707005	0.897476	1.11424	1.41442	2.03586	0.5140434	0.5340138	0.0925171	0.0509169	0.0336328	0.0846774	0.0217104	0.00993339	0.133853	0.00741747	0.027362	0.00679733	0.0295018	0.020956	0.0199022	0.0239941	0.112325	0.0687017	0.0779697	0.03083	0.021162	0.114936	0.0109043	1.650619
