Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	tree_length
3348	-33.1055	-50.95525	17.84975	0.322977	0.291298	0.0153252	0.0110136	0.37129	0.0633933	0.108075	0.02123	0.0198023	0.073965	0.103605	0.150128	0.000428473	0.0633952	0.290382	0.0359404	0.0124166	0.427634	0.000646547	0.0254273	0.171374	1.38496	0.871681	0.630376	0.798481	0.932198	1.07273	1.25238	1.58635	0.3336517	0.5296109	0.125197	0.112917	0.00594059	0.00426925	0.143925	0.0245735	0.0418938	0.0082295	0.00767606	0.0286714	0.0401608	0.0581948	0.000166091	0.0245742	0.112562	0.0139318	0.00481311	0.165766	0.000250624	0.00985653	0.0664304	2.579746
3384	-31.90804	-51.63432	19.72628	0.00461543	0.00829655	0.000314371	0.000292104	0.00738392	0.000891314	0.00563285	0.0084821	0.000800472	0.000361381	0.00572583	0.00597324	0.0012316	0.00205082	0.00855895	0.00110397	0.000342917	0.00890604	0.00574866	0.00520391	0.002455	0.326263	1.22458	0.209264	0.466338	0.788208	1.2687	2.14437	4.77866	1.130996	0.08880958	0.0547037	0.0983337	0.00372604	0.00346212	0.0875168	0.0105642	0.0667626	0.100533	0.00948748	0.00428321	0.0678645	0.070797	0.0145974	0.024307	0.101444	0.0130846	0.00406437	0.105558	0.0681351	0.0616786	0.0290975	0.08437142
3420	-23.63475	-44.82275	21.18801	0.140044	0.0968343	0.0632679	0.0329789	0.0632361	0.00883653	0.0178637	0.0182564	0.011313	0.00325983	0.0466684	0.158291	0.1062	0.0106687	0.213607	0.0904936	0.0359775	0.181175	0.0407587	0.0662672	0.0470271	0.152427	1.28252	0.979085	0.989745	0.996789	1.00322	1.01036	1.02136	0.01528312	0.03961651	0.0963811	0.0666432	0.0435422	0.0226967	0.0435203	0.00608147	0.0122941	0.0125644	0.00778582	0.00224348	0.0321181	0.108939	0.0730888	0.00734243	0.147008	0.0622795	0.0247604	0.124688	0.0280509	0.0456063	0.0323649	1.453025
3456	-26.9905	-46.98215	19.99165	0.0190414	0.194378	0.0414297	0.00905137	0.0519285	0.0235974	0.00260684	0.0239212	0.0551412	0.00594528	0.073398	0.0834345	0.130432	9.07586e-05	0.0895731	0.052535	0.056276	0.0538591	0.016258	0.00384286	0.0543635	0.711691	1.0961	0.245947	0.504558	0.807819	1.2379	1.98193	4.06592	1.014206	0.2164306	0.0182897	0.186703	0.039794	0.00869401	0.0498783	0.0226658	0.00250391	0.0229768	0.0529641	0.00571056	0.0705002	0.0801404	0.125283	8.71753e-05	0.0860367	0.0504608	0.0540541	0.0517327	0.0156161	0.00369114	0.0522172	1.041104
3492	-29.79241	-49.25367	19.46126	0.103177	0.244247	0.00303234	0.0647045	0.0578176	0.021481	0.0468197	0.00932613	0.00621128	0.0304777	0.0404515	0.0209786	0.0966448	0.00340134	0.123285	0.0187585	0.0180473	0.0818336	0.0120138	0.169985	0.0231605	0.579004	1.14033	0.122545	0.359219	0.726575	1.37632	2.78382	8.16028	1.517923	0.1692501	0.086279	0.204245	0.00253571	0.0541073	0.0483484	0.0179629	0.0391517	0.00779872	0.00519401	0.0254862	0.0338265	0.0175427	0.0808166	0.00284428	0.103094	0.0156863	0.0150915	0.0684311	0.0100462	0.142145	0.0193673	1.195854
3528	-24.89119	-45.11465	20.22346	0.00622326	0.152961	0.015712	0.0280725	0.15217	0.0505593	0.00687718	0.15936	0.0310735	0.116589	0.0485162	0.0281556	0.29182	0.00424641	0.0585483	0.017407	0.0963391	0.273453	0.0524841	0.129545	0.0574853	0.461038	1.17965	0.840579	0.918791	0.973922	1.02678	1.08839	1.18966	0.1255714	0.130275	0.00350094	0.0860495	0.0088389	0.0157924	0.0856042	0.0284425	0.00386881	0.0896489	0.0174806	0.0655879	0.0272931	0.0158391	0.164166	0.00238885	0.0329368	0.00979245	0.0541962	0.153833	0.0295253	0.0728763	0.0323388	1.777597
3564	-32.89782	-51.67889	18.78106	0.0332951	0.0452959	0.0372321	0.0684563	0.0645026	0.223574	0.0136741	0.0182402	0.102239	0.297322	0.118976	0.0678688	0.0536933	0.00327398	0.195569	0.335508	0.106561	0.129808	0.0924817	0.077268	0.0165295	0.488282	1.17057	0.232368	0.490775	0.800868	1.24864	2.03759	4.30352	1.055271	0.1390437	0.0158445	0.0215554	0.017718	0.032577	0.0306955	0.106395	0.00650725	0.00868016	0.0486535	0.14149	0.0566185	0.0322974	0.0255516	0.00155802	0.0930672	0.159662	0.0507101	0.0617733	0.0440102	0.0367703	0.00786608	2.10137
3600	-39.02675	-56.01354	16.98679	0.0361984	0.0932246	0.0720345	0.057121	0.00717163	0.0628638	0.0937411	0.0117386	0.0452164	0.065492	0.107983	0.00203931	0.0251294	0.0112001	0.00115004	0.00944337	0.0282576	0.0391261	0.014352	0.0003247	0.0440539	2.84633	0.384558	0.0652494	0.264159	0.660135	1.51484	3.7856	15.3258	1.973645	2.467186	0.0437252	0.112609	0.0870128	0.0689982	0.00866283	0.0759352	0.113233	0.0141795	0.0546182	0.0791098	0.130436	0.00246334	0.0303546	0.0135289	0.00138917	0.0114069	0.0341332	0.0472617	0.0173362	0.000392215	0.0532141	0.8278617
3636	-34.85043	-52.69318	17.84275	0.0501756	0.103413	0.0891027	0.0103468	0.0487558	0.0040054	0.00502033	0.000564124	0.328905	0.0145442	0.0676727	0.0123751	0.0992843	0.0354021	0.0476299	0.0697529	0.08232	0.0913958	0.155128	0.0226569	0.122939	1.39497	0.868344	0.0629344	0.259546	0.656517	1.52319	3.85288	15.8896	1.999765	0.5354897	0.0343342	0.0707638	0.0609712	0.00708012	0.0333626	0.00274082	0.00343531	0.000386019	0.225063	0.00995232	0.0463071	0.00846801	0.0679383	0.0242249	0.0325922	0.0477305	0.0563299	0.0625403	0.106151	0.0155036	0.0841249	1.46139
3672	-30.58705	-49.23307	18.64602	0.0543417	0.0885235	0.0118146	0.0190234	0.123965	0.0263379	0.0276258	0.200673	0.1669	0.0049017	0.043429	0.0748803	0.00704652	0.249232	0.307474	0.00699973	0.561924	0.0165556	0.0170273	0.012972	0.0144005	1.58735	0.804218	0.758631	0.873958	0.95884	1.04293	1.14422	1.31816	0.1997399	0.6579253	0.0266898	0.0434781	0.0058027	0.00934329	0.0608853	0.0129358	0.0135683	0.09856	0.0819726	0.00240746	0.02133	0.0367773	0.00346088	0.12241	0.151015	0.0034379	0.275987	0.00813123	0.00836294	0.00637115	0.00707279	2.036048
3708	-31.17152	-50.98817	19.81665	0.149635	0.0499827	0.161344	0.0173962	0.0511384	0.00606085	0.0163278	0.131682	0.0636421	0.0162946	0.146013	0.0416544	0.0017948	0.0488435	0.136911	0.14341	0.192853	0.0157457	0.00898533	0.00514731	0.00558624	0.439366	1.18688	0.230351	0.488693	0.799807	1.2503	2.04627	4.34119	1.061573	0.1233955	0.106091	0.0354375	0.114392	0.0123338	0.0362569	0.00429711	0.0115763	0.0933621	0.0451219	0.0115528	0.103522	0.0295327	0.00127251	0.0346298	0.0970691	0.101677	0.136732	0.0111637	0.00637055	0.00364942	0.00396061	1.410448
3744	-28.96942	-49.76532	20.7959	0.0368664	0.064961	0.0430491	0.00184505	0.0111402	0.0100144	0.0167876	0.0296478	0.000952272	0.039039	0.0394509	0.0584711	0.00131091	0.0987594	0.0144381	0.05894	0.0267819	0.0220008	0.0122411	0.0497555	0.0356233	0.277793	1.24074	0.241976	0.500569	0.80582	1.24097	1.99773	4.13264	1.025975	0.07463129	0.0548545	0.0966572	0.0640539	0.00274529	0.0165758	0.0149008	0.0249788	0.0441138	0.00141691	0.0580872	0.0587001	0.0870007	0.00195054	0.146947	0.0214829	0.0876984	0.0398495	0.0327355	0.0182139	0.0740326	0.0530049	0.6720759
3780	-31.04247	-48.97044	17.92797	0.110052	0.183906	0.0181428	0.0504331	0.00595438	0.00721562	0.118647	0.104251	0.203193	0.128663	0.156972	0.0545733	0.0433185	0.0740082	0.012118	0.453524	0.0603782	0.0567762	0.103342	0.440937	0.114218	0.898216	1.03393	0.310899	0.565652	0.837144	1.19454	1.76787	3.21647	0.8447511	0.2895802	0.0440097	0.0735441	0.00725534	0.0201682	0.00238116	0.00288553	0.0474469	0.04169	0.0812569	0.0514523	0.0627732	0.0218239	0.0173231	0.0295959	0.004846	0.181365	0.0241453	0.0227048	0.0413265	0.176331	0.0456757	2.500621
3816	-26.07941	-46.77327	20.69386	0.112743	0.0816222	0.0433368	0.00786242	0.00559638	0.00305376	0.000143805	0.0245579	0.0529406	0.0161862	0.0319197	0.0104098	0.0295095	0.023145	0.00554105	0.0576158	0.0280967	0.00770048	0.023	0.0448474	0.0153375	0.143705	1.28543	0.158236	0.406911	0.75539	1.32382	2.45754	6.31966	1.333097	0.03726496	0.180341	0.130561	0.0693205	0.0125765	0.00895184	0.00488472	0.000230027	0.0392823	0.0846824	0.025891	0.051058	0.0166512	0.0472026	0.0370221	0.00886332	0.0921608	0.0449428	0.0123175	0.0367903	0.0717367	0.0245335	0.6251658
3852	-29.7311	-49.68023	19.94912	0.0282656	0.0635426	0.03603	0.0218958	0.00310247	0.00689266	0.00158504	0.0083433	0.020424	0.0558552	0.0857377	0.00608948	0.106642	0.0107761	0.00670861	0.0292078	0.110921	0.0301496	0.0236351	0.016711	0.0116354	0.509012	1.16366	0.113223	0.345622	0.717881	1.39299	2.89333	8.83212	1.57513	0.1458075	0.0413149	0.0928783	0.0526639	0.0320044	0.00453478	0.0100748	0.0023168	0.0121951	0.0298531	0.0816419	0.12532	0.0089008	0.155875	0.0157511	0.00980576	0.0426921	0.162129	0.0440688	0.0345466	0.0244259	0.017007	0.6841495
3888	-30.7136	-49.9048	19.1912	0.232556	0.305338	0.10022	0.0484097	0.0796313	0.0486797	0.038733	0.00742236	0.048609	0.1069	0.0652613	0.107059	0.0818068	0.251045	0.0363729	0.0362537	0.18292	0.0132255	0.0156561	0.0381834	0.120134	0.899092	1.03364	0.565863	0.757525	0.91701	1.0905	1.32009	1.76721	0.4117173	0.2899449	0.118384	0.155435	0.0510179	0.0246433	0.0405369	0.0247807	0.0197173	0.0037784	0.0247447	0.054418	0.0332217	0.0544993	0.0416443	0.127796	0.0185159	0.0184552	0.0931168	0.00673254	0.00796985	0.0194375	0.0611548	1.964417
3924	-25.15628	-44.64491	19.48863	0.0899979	0.170508	0.0150615	0.010017	0.0178202	0.108575	0.0303876	0.0717142	0.0194357	0.0361175	0.0990426	0.0987795	0.00743261	0.123563	0.0752204	0.00676737	0.0409282	0.252503	0.00560647	0.186579	0.144893	1.16693	0.944357	0.603604	0.781758	0.926063	1.07984	1.27917	1.65672	0.3650321	0.4118947	0.0558664	0.105843	0.00934947	0.00621804	0.0110619	0.0673979	0.0188632	0.0445167	0.0120648	0.02242	0.0614809	0.0613176	0.00461381	0.0767022	0.0466932	0.00420086	0.0254063	0.156742	0.00348023	0.115819	0.0899427	1.61095
3960	-28.26432	-48.73407	20.46975	0.138957	0.219516	0.0381975	0.0132337	0.0572577	0.0517973	0.000134672	0.0130859	0.0241795	0.0209174	0.0955426	0.0445275	0.0860944	0.027471	0.125758	0.0290033	0.003402	0.0359139	0.0242	0.109736	0.0537245	0.2558	1.24807	0.291546	0.548196	0.828997	1.20628	1.82416	3.42999	0.8912244	0.06831886	0.114589	0.181022	0.0314992	0.0109131	0.047217	0.0427142	0.000111056	0.0107912	0.0199394	0.0172493	0.0787883	0.0367192	0.0709969	0.0226537	0.103705	0.0239173	0.00280543	0.029616	0.0199563	0.0904924	0.0443034	1.21265
3996	-30.3727	-50.97427	20.60157	0.154583	0.0911574	0.00239687	0.0210733	0.0052373	0.0112959	0.0506896	0.00559522	0.0349782	0.00246788	0.0561784	0.0296152	0.0774171	0.0955078	0.0218481	0.0282742	0.00199026	0.0935027	0.0215496	0.122837	0.0729769	0.676973	1.10768	0.513491	0.722481	0.903559	1.10673	1.38412	1.94745	0.4819413	0.2037217	0.154402	0.0910508	0.00239406	0.0210486	0.00523117	0.0112826	0.0506303	0.00558867	0.0349373	0.00246499	0.0561127	0.0295806	0.0773265	0.095396	0.0218225	0.0282411	0.00198793	0.0933933	0.0215244	0.122693	0.0728915	1.001172
4032	-24.57647	-45.11613	20.53966	0.0994806	0.0419171	0.0198635	0.0111391	0.0463984	0.0396157	0.00701944	0.00954748	0.00810871	0.0246843	0.0730497	0.0582988	0.00870374	0.0298342	0.0482181	0.0355206	0.00506977	0.090669	0.0164521	0.103388	0.0067422	0.41462	1.19513	0.239033	0.49759	0.804321	1.24328	2.00969	4.18353	1.034824	0.1156419	0.126934	0.0534847	0.0253452	0.0142131	0.0592027	0.0505483	0.00895657	0.0121823	0.0103464	0.0314963	0.0932088	0.0743873	0.0111057	0.0380674	0.0615247	0.045323	0.00646885	0.115691	0.0209923	0.131919	0.00860281	0.7837202
4068	-32.37258	-49.49438	17.12181	0.0773378	0.367382	0.00732399	0.0520647	0.366955	0.0464351	0.252857	0.0387395	0.0508609	0.0830719	0.0564235	0.129609	0.0984436	0.208308	0.0773153	0.0539127	0.153973	0.0364924	0.354969	0.634592	0.0636442	0.789574	1.07014	0.442157	0.671656	0.883228	1.13221	1.48886	2.26164	0.5900894	0.2459407	0.0240874	0.114424	0.00228111	0.0162159	0.114291	0.0144626	0.0787543	0.0120657	0.015841	0.0258734	0.0175735	0.0403677	0.030661	0.0648791	0.0240804	0.0167915	0.0479561	0.0113658	0.110558	0.197648	0.0198225	3.210711
4104	-34.10017	-51.89588	17.79571	0.276596	0.0705529	0.0167424	0.00846338	0.05935	0.0148846	0.00732	0.0195997	0.0612601	0.00783193	0.0167113	0.0451168	0.128517	0.0850201	0.0836227	0.0426904	0.174895	0.000950845	0.0654964	0.0118817	0.00795445	2.58317	0.472276	0.205351	0.462065	0.785948	1.27235	2.1642	4.8697	1.144642	1.823209	0.229453	0.058528	0.0138888	0.00702088	0.0492344	0.0123477	0.00607239	0.0162592	0.0508189	0.00649707	0.013863	0.0374272	0.106612	0.0705293	0.0693701	0.0354143	0.145086	0.000788783	0.0543332	0.00985657	0.0065987	1.205457
4140	-26.34362	-45.83582	19.4922	0.199032	0.166799	0.00723506	0.0181637	0.0369195	0.0159828	0.0360754	0.0381987	0.00673915	0.0354132	0.0971462	0.0627953	0.0104946	0.0134919	0.187643	0.0139476	0.00200389	0.0407725	0.168701	0.106689	0.0260723	1.2853	0.904902	0.395914	0.636427	0.868507	1.1514	1.57127	2.5258	0.6699658	0.4734567	0.154251	0.12927	0.0056072	0.014077	0.0286128	0.0123867	0.0279586	0.0296041	0.00522287	0.0274454	0.0752887	0.0486666	0.00813337	0.0104563	0.145424	0.0108094	0.00155302	0.0315988	0.130744	0.0826844	0.0202061	1.290316
4176	-33.9467	-51.90938	17.96267	0.0214101	0.0225112	0.00168233	0.0119303	0.00639497	0.00462376	0.00154963	0.028842	0.00238601	0.00798007	0.00505591	0.0165788	0.00798604	0.0240066	0.0179253	0.0103086	0.00747988	0.016428	0.0160981	0.00578478	0.0346982	1.71252	0.762493	0.0427196	0.214859	0.618934	1.61568	4.65421	23.4084	2.279906	0.7486499	0.0788121	0.0828654	0.00619277	0.0439162	0.0235403	0.0170204	0.00570427	0.106169	0.00878306	0.0293752	0.0186111	0.0610275	0.0293971	0.0883697	0.0659842	0.0379466	0.0275339	0.0604724	0.0592581	0.0212941	0.127726	0.2716604
4212	-25.86365	-46.9694	21.10574	0.0374731	0.136507	0.0449101	0.0142408	0.067095	0.03858	0.0457268	0.054107	0.0459987	0.00839802	0.0200326	0.0883049	0.00974536	0.0904723	0.0535437	0.0107277	0.0130418	0.0702558	0.0147001	0.142397	0.122181	0.373637	1.20879	0.763238	0.876543	0.959724	1.04197	1.14085	1.31021	0.1953625	0.1030335	0.0332079	0.12097	0.0397984	0.0126199	0.0594583	0.0341889	0.0405222	0.0479486	0.0407632	0.00744216	0.0177525	0.0782541	0.00863614	0.0801748	0.0474494	0.00950667	0.0115574	0.0622593	0.0130269	0.126189	0.108274	1.128439
4248	-26.34494	-47.30997	20.96504	0.13955	0.1615	0.0147494	0.0734657	0.0681206	0.0999775	0.0610727	0.0348646	0.047702	0.0740555	0.228393	0.016237	0.0694306	0.0704019	0.0178469	0.0376019	0.00652832	0.00852498	0.02024	0.0863562	0.15526	0.0679426	1.31069	0.697092	0.838633	0.946577	1.05644	1.19242	1.43453	0.260911	0.01727914	0.0935394	0.108253	0.00988645	0.0492438	0.0456609	0.0670145	0.0409367	0.0233696	0.0319745	0.0496391	0.153091	0.0108836	0.046539	0.0471901	0.0119627	0.0252044	0.0043759	0.00571426	0.0135668	0.0578842	0.10407	1.491879
4284	-33.3	-50.84033	17.54034	0.125591	0.0954953	0.00203465	0.0088912	0.0752318	0.141297	0.0118441	0.138022	0.0365783	0.0387544	0.223122	0.0426401	0.183032	0.112687	0.0410055	0.47702	0.0518114	0.125282	0.0476218	0.269232	0.300468	2.0734	0.642199	0.952088	0.976339	0.992557	1.0075	1.02423	1.05032	0.03550136	1.076199	0.0492965	0.0374835	0.000798635	0.00348995	0.0295297	0.0554615	0.00464899	0.054176	0.0143576	0.0152117	0.087579	0.0167369	0.071843	0.0442317	0.0160954	0.187238	0.0203369	0.0491754	0.0186923	0.105678	0.117939	2.547661
4320	-30.33336	-50.49263	20.15927	0.0353715	0.0838035	0.0665545	0.0389097	0.0265352	0.0547494	0.0099103	0.0585361	0.142578	0.0101428	0.0269356	0.0277606	0.0378069	0.0209198	0.00885794	0.0155504	0.0353462	0.0885458	0.0984393	0.312102	0.0120813	0.846764	1.05108	0.488211	0.704909	0.896644	1.11527	1.41862	2.0483	0.5184464	0.268538	0.0291979	0.0691769	0.0549385	0.0321186	0.0219039	0.0451937	0.00818061	0.0483196	0.117693	0.00837255	0.0222344	0.0229154	0.0312083	0.0172686	0.00731192	0.0128363	0.0291771	0.0730915	0.0812582	0.25763	0.00997269	1.211438
4356	-24.38624	-45.69024	21.30401	0.016608	0.164352	0.0114636	0.00288796	0.000680281	0.0082458	0.0173873	0.110741	0.0141665	0.138255	0.0790846	0.0523102	0.066292	0.00391334	0.00685046	0.043346	0.0502601	0.0740906	0.0311763	0.0198497	0.0598841	0.0504169	1.31653	0.488819	0.705337	0.896814	1.11506	1.41776	2.04575	0.5175455	0.01276513	0.0170892	0.169114	0.0117957	0.00297163	0.00069999	0.00848469	0.017891	0.113949	0.0145769	0.14226	0.0813758	0.0538258	0.0682126	0.00402671	0.00704893	0.0446018	0.0517162	0.0762371	0.0320795	0.0204248	0.061619	0.9718443
4392	-23.23767	-43.6819	20.44423	0.0149104	0.0469263	0.00927776	0.0162681	0.025982	0.000510441	0.00623803	0.00444956	0.00849011	0.0120019	0.0587612	0.0316261	0.0203889	0.0554553	0.0123319	0.0069315	0.00581348	0.00253917	0.0241801	0.0125399	0.021991	0.451894	1.1827	0.196021	0.451705	0.780407	1.28138	2.21384	5.10149	1.178264	0.127362	0.0374999	0.11802	0.0233336	0.0409144	0.065345	0.00128376	0.0156887	0.0111907	0.0213527	0.0301848	0.147785	0.0795399	0.0512782	0.13947	0.0310148	0.0174328	0.0146209	0.00638603	0.0608132	0.0315379	0.0553075	0.3976131
4428	-32.23404	-50.18378	17.94975	0.0184104	0.140592	0.00948724	0.0708907	0.077183	0.00578655	0.0169391	0.00587398	0.0595533	0.0504998	0.00557562	0.00621399	0.0506993	0.0656835	0.0156231	0.0850868	0.0185175	0.00657553	0.0213172	0.0170042	0.0633729	2.73273	0.422425	0.193746	0.44914	0.779022	1.28366	2.22648	5.16139	1.186705	2.15638	0.022704	0.173381	0.0116999	0.0874238	0.0951836	0.00713609	0.0208896	0.00724391	0.0734423	0.0622773	0.00687597	0.00766322	0.0625234	0.0810022	0.0192667	0.104931	0.0228361	0.00810907	0.0262888	0.0209699	0.0781526	0.8108858
4464	-26.58096	-46.16829	19.58733	0.00927602	0.0526617	0.00341537	0.00476456	0.0169004	0.00665683	0.0285107	0.0186355	0.0196569	0.00212878	0.00304286	0.00131326	0.0387132	0.00759232	0.0104093	0.0460336	0.0159757	0.00020583	0.00433124	0.0176151	0.0133783	0.826437	1.05785	0.114998	0.348254	0.719582	1.3897	2.87147	8.69581	1.563883	0.260413	0.0288777	0.163944	0.0106326	0.0148328	0.0526136	0.0207237	0.0887581	0.0580153	0.0611951	0.00662723	0.00947288	0.00408839	0.12052	0.0236361	0.0324056	0.14331	0.0497348	0.00064078	0.0134838	0.0548386	0.0416488	0.3212176
4500	-26.5872	-46.42745	19.84025	0.000425045	0.105703	0.00692933	0.054714	0.0188117	0.000218341	0.0381657	0.00894232	0.000434597	0.0149688	0.0637649	0.00185292	0.0344896	0.00165563	0.0871148	0.0585856	0.0129383	0.0318396	0.0119563	0.0220579	0.0081835	0.914159	1.02861	0.166653	0.417327	0.76137	1.31342	2.3962	6.0005	1.295625	0.296243	0.000728126	0.181076	0.0118703	0.0937281	0.0322255	0.00037403	0.0653799	0.0153187	0.000744489	0.0256424	0.109233	0.00317416	0.0590827	0.00283619	0.149232	0.10036	0.0221641	0.0545431	0.0204818	0.0377864	0.0140188	0.583752
4536	-34.67724	-53.36094	18.68371	0.170962	0.0188014	0.0307985	0.004841	0.151087	0.0285631	0.0647382	0.102453	0.0693379	0.0523945	0.188239	0.0359421	0.443828	0.0142583	0.15454	0.0964033	0.166567	0.00482758	0.155724	0.0467296	0.0607595	0.669568	1.11014	0.247756	0.506365	0.80872	1.23652	1.97486	4.03623	1.008907	0.2010455	0.082919	0.00911896	0.0149377	0.00234795	0.0732793	0.0138535	0.0313989	0.0496913	0.0336298	0.0254121	0.0912985	0.0174324	0.215263	0.00691548	0.0749539	0.0467569	0.0807874	0.00234145	0.0755285	0.0226645	0.0294692	2.061795
4572	-25.32318	-45.36007	20.03689	0.00962255	0.177119	0.011142	0.135777	0.0378488	0.0221542	0.0212476	0.0580149	0.0110295	0.00259118	0.0695301	0.0400535	0.0522745	0.00701174	0.0657707	0.211105	0.053758	0.0214875	0.030196	0.105266	0.0643274	0.901968	1.03268	0.441861	0.671436	0.883138	1.13233	1.48934	2.26316	0.5905745	0.2911424	0.00797013	0.146703	0.00922865	0.112461	0.0313492	0.0183498	0.0175989	0.0480524	0.00913543	0.00214621	0.0575901	0.0331753	0.0432977	0.00580765	0.0544763	0.174854	0.0445265	0.0177976	0.0250106	0.0871889	0.0532808	1.207327
4608	-29.52874	-49.30602	19.77729	0.00722346	0.0568521	0.00210676	0.0376045	0.0375938	0.000202602	0.0122435	0.00741618	0.000957926	0.00685331	0.0088559	0.0116622	0.00758412	0.0454846	0.00913991	0.0184756	0.0008508	0.00976868	0.0142186	0.0393481	0.0110716	0.338443	1.22052	0.067276	0.268129	0.663214	1.50781	3.72954	14.8641	1.951528	0.09243136	0.0209064	0.164543	0.00609747	0.108836	0.108805	0.000586378	0.0354355	0.0214642	0.00277246	0.0198351	0.0256311	0.0337533	0.0219502	0.131643	0.026453	0.0534729	0.00246242	0.0282729	0.0411521	0.113883	0.0320437	0.3455143
4644	-28.46367	-48.8703	20.40663	0.0586848	0.142324	0.00102589	0.17841	0.0891804	0.00170211	0.0775431	0.00738767	0.0405897	0.0186001	0.0504877	0.00664459	0.0434505	0.0157337	0.158617	0.0471095	0.160535	0.0707605	0.160415	0.122827	0.0148358	0.314792	1.2284	0.463194	0.687056	0.889497	1.12423	1.45549	2.15892	0.5564798	0.08542032	0.0400069	0.0970262	0.000699376	0.121627	0.0607966	0.00116037	0.0528631	0.00503637	0.0276711	0.0126801	0.0344187	0.00452979	0.0296213	0.0107261	0.108134	0.0321158	0.109441	0.0482392	0.109359	0.0837345	0.0101139	1.466866
4680	-32.40841	-49.29887	16.89046	0.451452	0.075411	0.0904414	0.065285	0.201629	0.0599414	0.0132627	0.295572	0.00113165	0.0299919	0.00195538	0.0128793	0.26528	0.174074	0.138138	0.709889	0.0916856	0.00166605	0.00292611	0.0190831	0.433293	0.54249	1.1525	0.186153	0.440467	0.774297	1.29149	2.27032	5.37194	1.215615	0.1569018	0.144004	0.0240546	0.0288491	0.0208247	0.0643158	0.0191201	0.00423054	0.0942816	0.000360973	0.00956683	0.000623728	0.00410824	0.0846192	0.0555263	0.0440633	0.226441	0.0292459	0.000531436	0.000933372	0.00608714	0.138212	3.134988
4716	-27.4537	-47.92835	20.47465	0.187752	0.0256291	0.0315802	0.0621849	0.0296063	0.00386163	0.00308074	0.0529789	0.0233782	0.0649283	0.0929528	0.0582841	0.0835309	0.0870309	0.16973	0.222242	0.146137	0.0277766	0.0112182	0.0101116	0.0279549	0.0920805	1.30264	0.314842	0.569139	0.83875	1.19225	1.75704	3.1762	0.8356404	0.02356252	0.132039	0.0180239	0.0222091	0.0437321	0.0208209	0.00271573	0.00216656	0.0372579	0.0164409	0.0456615	0.06537	0.0409888	0.0587439	0.0612053	0.119364	0.156294	0.102772	0.0195342	0.00788929	0.00711107	0.0196596	1.42195
4752	-25.82354	-45.62739	19.80385	0.0247471	0.114961	0.00702599	0.00362077	0.0422873	0.00536848	0.00433703	0.0510189	0.0184255	0.0606116	0.0394317	0.00835292	0.0165627	0.0300171	0.0227018	0.0981619	0.0101943	0.119048	0.0063208	0.0681279	0.0221116	0.245408	1.25153	0.0629007	0.259478	0.656463	1.52331	3.85388	15.8981	2.000151	0.065362	0.0319964	0.148637	0.00908415	0.00468142	0.0546748	0.00694109	0.0056075	0.0659641	0.0238229	0.0783668	0.0509826	0.0107998	0.0214145	0.0388101	0.029352	0.126917	0.0131805	0.153921	0.00817238	0.0880849	0.0285888	0.7734343
4788	-30.72055	-50.63952	19.91897	0.142794	0.142323	0.231667	0.0129315	0.0110654	0.0938598	0.0895288	0.0478843	0.0187961	0.0907766	0.131341	0.171653	0.0628234	0.223389	0.0554122	0.260633	0.0308918	0.3117	0.0105021	0.0539898	0.0305196	0.101147	1.29962	0.731035	0.858306	0.953449	1.04882	1.16509	1.36792	0.2265328	0.02594285	0.0641922	0.0639803	0.104144	0.00581325	0.00497439	0.042194	0.0402471	0.0215261	0.00844964	0.040808	0.0590436	0.0771652	0.0282418	0.100423	0.0249102	0.117166	0.0138872	0.140122	0.00472115	0.0242707	0.0137199	2.224481
4824	-35.06429	-51.42056	16.35628	0.0579677	0.126556	0.0313011	0.0110782	0.161495	0.0424691	0.0370491	0.257624	0.00726279	0.0535929	0.0272499	0.132446	0.116116	0.143738	0.0677843	0.212601	0.049648	0.0829397	0.00962584	0.234142	0.0456756	2.82417	0.391944	0.163119	0.412987	0.758891	1.31771	2.42138	6.1305	1.311123	2.401848	0.0303756	0.0663168	0.0164021	0.00580509	0.084625	0.0222542	0.0194141	0.134997	0.00380577	0.0280832	0.0142792	0.0694032	0.0608458	0.07532	0.0355196	0.111405	0.026016	0.0434612	0.00504403	0.122693	0.0239344	1.908362
